iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI[dB],bps_Hz,bitrate[bps],bps/user
716,,,2076192,4.997338012,35000000,2.181049228,1,585155316.2,281.8406565
717,,,2076192,4.997324602,35000000,2.119944045,1,589840700.4,284.0973765
718,,,2076192,4.997310444,35000000,2.065333814,1,591466983.8,284.8806776
719,,,2076192,4.99729607,35000000,2.004198011,1,593648735.7,285.9315207
720,,,2076192,4.997281575,35000000,1.953587784,1,589062782.3,283.7226915
721,,,2076192,4.997267022,35000000,1.903317256,1,593778785.9,285.9941595
722,,,2076192,4.997253089,35000000,1.854044813,1,600577008.5,289.2685303
723,,,2076192,4.997239625,35000000,1.815130833,1,627688772.6,302.3269392
724,,,2076192,4.997226298,35000000,1.781327653,1,630941800.3,303.8937633
725,,,2076192,4.997212969,35000000,1.747289708,1,633853664.3,305.2962656
726,,,2076192,4.997199838,35000000,1.716364447,1,638314728.3,307.4449417
727,,,2076192,4.997186687,35000000,1.686158829,1,631520646.9,304.1725654
728,,,2076192,4.997174168,35000000,1.654934116,1,633512631.4,305.1320068
729,,,2076192,4.997190348,35000000,1.626297141,1,633537614.1,305.1440397
730,,,2076192,4.997207645,35000000,1.596983561,1,634133179.2,305.4308943
731,,,2076192,4.997231755,35000000,1.565307343,1,638385755.6,307.479152
732,,,2076192,4.997248007,35000000,1.543192848,1,638357952.6,307.4657607
733,,,2076192,4.997247307,35000000,1.512419246,1,639677371.5,308.1012601
734,,,2076192,4.997241118,35000000,1.497808711,1,642189305.7,309.3111358
735,,,2076192,4.997233167,35000000,1.475715428,1,641264491.3,308.865698
736,,,2076192,4.997224854,35000000,1.447582686,1,647734872.5,311.9821637
737,,,2076192,4.997217138,35000000,1.430946522,1,644318214.9,310.3365271
738,,,2076192,4.997209658,35000000,1.419855137,1,645891276.2,311.0941937
739,,,2076192,4.997202162,35000000,1.409620477,1,647197618.6,311.7233949
740,,,2076192,4.997231092,35000000,1.397018317,0,648353671.9,312.2802091
741,,,2076192,4.997239793,35000000,1.382227358,0,638808792,307.682908
742,,,2076192,4.997239806,35000000,1.366441219,0,635727103.8,306.1986096
743,,,2076192,4.997236791,35000000,1.351321575,0,636528030.8,306.584377
744,,,2076192,4.997233029,35000000,1.334033131,0,638526495.1,307.5469394
745,,,2076192,4.997229402,35000000,1.326042399,0,639377781.1,307.9569621
746,,,2076192,4.997225899,35000000,1.324966339,0,640289667,308.3961729
747,,,2076192,4.997222896,35000000,1.306631445,0,638840107.9,307.6979913
748,,,2076192,4.99722002,35000000,1.289958791,0,639974197.5,308.2442267
749,,,2076192,4.99721737,35000000,1.270737713,0,641339625.7,308.9018866
750,,,2076192,4.997214894,35000000,1.251972199,0,642967819.5,309.6861078
751,,,2076192,4.997212566,35000000,1.228935979,0,618955000.3,298.1203089
752,,,2076192,4.997210319,35000000,1.207137932,0,620679210,298.9507762
753,,,2076192,4.997208488,35000000,1.181007551,0,632853237,304.8144088
754,,,2076192,4.997207127,35000000,1.159236519,0,625187650.4,301.1222712
755,,,2076192,4.997205559,35000000,1.141545338,0,625306728.9,301.1796254
756,,,2076192,4.997203765,35000000,1.120984624,0,625733154.5,301.3850138
757,,,2076192,4.997201989,35000000,1.099392368,0,631482507.8,304.1541957
758,,,2076192,4.99720029,35000000,1.085365287,0,632344057,304.5691617
759,,,2076192,4.997198422,35000000,1.065818482,0,650309475.9,313.2222241
760,,,2076192,4.997196532,35000000,1.045757067,0,648617080.8,312.4070803
761,,,2076192,4.997194478,35000000,1.023611568,0,648887241.2,312.5372033
762,,,2076192,4.997192815,35000000,1.01187972,0,643455835.9,309.9211614
763,,,2076192,4.997191356,35000000,0.987984789,0,645143447.7,310.7340013
764,,,2076192,4.997190133,35000000,0.972540113,0,649690897.5,312.9242852
765,,,2076192,4.99718894,35000000,0.964139646,0,638321274.9,307.4480948
766,,,2076192,4.997187725,35000000,0.948281027,0,639734114.5,308.1285905
767,,,2076192,4.997186195,35000000,0.936501438,0,638951478.9,307.7516332
768,,,2076192,4.997184594,35000000,0.918097035,0,633234935.9,304.9982545
769,,,2076192,4.997183129,35000000,0.907275133,0,622666676,299.9080413
770,,,2076192,4.997181877,35000000,0.888641009,0,628473347.6,302.7048306
771,,,2076192,4.997180589,35000000,0.872599936,0,629549391.2,303.2231081
772,,,2076192,4.997179271,35000000,0.863672793,0,643312016.7,309.8518907
773,,,2076192,4.997177995,35000000,0.853299001,0,651596176.9,313.8419649
774,,,2076192,4.997176666,35000000,0.839993292,0,650673587.2,313.3975987
775,,,2076192,4.997174985,35000000,0.824934295,0,653796255.9,314.9016353
776,,,2076192,4.997173107,35000000,0.816252312,0,655677616.7,315.8077946
777,,,2076192,4.997171205,35000000,0.803537815,0,651456354.7,313.7746194
778,,,2076192,4.997169581,35000000,0.789878511,0,649621355.1,312.89079
779,,,2076192,4.997217654,35000000,0.778939488,0,652444542.8,314.2505813
780,,,2076192,4.997235951,35000000,0.776717325,0,651539860.4,313.8148401
781,,,2076192,4.997242068,35000000,0.775494032,0,651942659.5,314.0088487
782,,,2076192,4.997243419,35000000,0.761133193,0,644208609.9,310.2837357
783,,,2076192,4.99724298,35000000,0.753685837,0,644475773.5,310.4124154
784,,,2076192,4.997242456,35000000,0.748608291,0,648499583,312.3504874
785,,,2076192,4.997250015,35000000,0.741247517,0,635719218.6,306.1948118
786,,,2076192,4.997293033,35000000,0.738174135,0,635943166.7,306.3026766
787,,,2076192,4.997353726,35000000,0.733468328,0,638343779.6,307.4589342
788,,,2076192,4.997375344,35000000,0.729545584,0,638507563.6,307.537821
789,,,2076192,4.997382879,35000000,0.722004405,0,640831797.3,308.6572905
790,,,2076192,4.997385423,35000000,0.710023589,0,653762410.4,314.8853335
791,,,2076192,4.997385994,35000000,0.70690117,0,653774443.5,314.8911293
792,,,2076192,4.997385978,35000000,0.705883494,0,639946592.4,308.2309307
793,,,2076192,4.997385427,35000000,0.69765061,0,639967825.6,308.2411577
794,,,2076192,4.99738498,35000000,0.691058272,0,631299548.8,304.0660733
795,,,2076192,4.997384345,35000000,0.66917599,0,629766234.5,303.3275509
796,,,2076192,4.997384647,35000000,0.65384154,0,629679036.3,303.2855517
797,,,2076192,4.997385242,35000000,0.655277434,0,629565952,303.2310846
798,,,2076192,4.997386115,35000000,0.657338,0,623134134.9,300.1331933
799,,,2076192,4.997387029,35000000,0.655381169,0,622934622.5,300.037098
800,,,2076192,4.997388071,35000000,0.653730394,0,630357524.1,303.6123461
801,,,2076192,4.997389108,35000000,0.651606283,0,632303640.8,304.5496952
802,,,2076192,4.997390052,35000000,0.659548966,0,633818601.4,305.2793775
803,,,2076192,4.997400603,35000000,0.658438865,0,638245392.3,307.4115459
804,,,2076192,4.997421794,35000000,0.662261186,0,633301496.4,305.0303134
805,,,2076192,4.997429611,35000000,0.655116668,0,635998146.7,306.3291578
806,,,2076192,4.997432542,35000000,0.660881575,0,635249836.7,305.9687335
807,,,2076192,4.997433813,35000000,0.668184249,0,634472278,305.5942216
808,,,2076192,4.997434153,35000000,0.667253934,0,622372397.4,299.7663017
809,,,2076192,4.997434287,35000000,0.674580881,0,618387045.7,297.8467529
810,,,2076192,4.997434707,35000000,0.69224081,0,612704574.3,295.1097848
811,,,2076192,4.997435173,35000000,0.6996081,0,595543744.8,286.8442537
812,,,2076192,4.997435354,35000000,0.705719693,0,594367311,286.2776232
813,,,2076192,4.997435525,35000000,0.708309513,0,588203696,283.3089117
814,,,2076192,4.99743541,35000000,0.716736185,0,586966736.7,282.713129
815,,,2076192,4.997434904,35000000,0.721245167,0,585713321.5,282.1094203
816,,,2076192,4.997433927,35000000,0.728609691,0,584446711.8,281.4993564
817,,,2076192,4.997433023,35000000,0.729360079,0,585963591.3,282.229963
818,,,2076192,4.997432286,35000000,0.735573719,0,568310528.7,273.7273473
819,,,2076192,4.997431381,35000000,0.746229087,0,569231305.3,274.1708403
820,,,2076192,4.997430423,35000000,0.762166301,0,567610586.7,273.3902195
821,,,2076192,4.997429818,35000000,0.774426244,0,576368383.1,277.6084211
822,,,2076192,4.997429418,35000000,0.778503474,0,568597811.7,273.8657175
823,,,2076192,4.997429412,35000000,0.788964326,0,565471439.5,272.3598971
824,,,2076192,4.997457494,35000000,0.804061338,0,563655175.3,271.4850916
825,,,2076192,4.997483411,35000000,0.814988329,0,561836475.6,270.609113
826,,,2076192,4.997493988,35000000,0.826063564,0,575538707.3,277.208807
827,,,2076192,4.997499446,35000000,0.829658891,0,558011377,268.7667504
828,,,2076192,4.997502915,35000000,0.844894931,0,554232534.5,266.946667
829,,,2076192,4.997506072,35000000,0.846462531,0,554236080.9,266.9483752
830,,,2076192,4.997509554,35000000,0.863418456,0,552011156.9,265.8767383
831,,,2076192,4.997539003,35000000,0.872850751,0,552022374.4,265.8821411
832,,,2076192,4.997592926,35000000,0.892882287,0,546829379.4,263.3809298
833,,,2076192,4.997636911,35000000,0.904382707,0,544555048.3,262.2854959
834,,,2076192,4.997656569,35000000,0.924631173,0,542297501.4,261.1981461
835,,,2076192,4.997667174,35000000,0.941332319,0,542162121.1,261.1329401
836,,,2076192,4.997674822,35000000,0.962249492,0,533261783.8,256.8460835
837,,,2076192,4.997682182,35000000,0.975405958,0,531203334.5,255.8546293
838,,,2076192,4.997689556,35000000,0.988214046,0,529218430.8,254.8985984
839,,,2076192,4.997716401,35000000,1.006480551,0,527322901.3,253.9856147
840,,,2076192,4.997755346,35000000,1.01982694,0,531769851.4,256.1274928
841,,,2076192,4.997775181,35000000,1.034364954,0,531053233.7,255.7823331
842,,,2076192,4.997788092,35000000,1.047826845,0,530298988.9,255.4190503
843,,,2076192,4.997798289,35000000,1.055492542,0,530339975.6,255.4387916
844,,,2076192,4.997807427,35000000,1.07646246,0,528551022.5,254.5771405
845,,,2076192,4.997816671,35000000,1.086188352,0,525435207,253.0764048
846,,,2076192,4.997825676,35000000,1.103059428,0,523782175,252.2802202
847,,,2076192,4.997834344,35000000,1.109705732,0,528119072.1,254.3690911
848,,,2076192,4.99784247,35000000,1.120982034,0,526733618.4,253.7017859
849,,,2076192,4.997850982,35000000,1.119793523,0,530286665.3,255.4131146
850,,,2076192,4.997859526,35000000,1.127018345,0,505415573.9,243.433928
851,,,2076192,4.997867937,35000000,1.131549755,0,505282905.2,243.370028
852,,,2076192,4.997875257,35000000,1.13186264,0,496682040.5,239.2274127
853,,,2076192,4.99788194,35000000,1.127768485,0,496914866.9,239.3395538
854,,,2076192,4.997888573,35000000,1.121887867,0,496622623.2,239.1987943
855,,,2076192,4.997894792,35000000,1.105528941,0,496840727.2,239.3038443
856,,,2076192,4.997900495,35000000,1.089793424,0,492077002.8,237.0093916
857,,,2076192,4.997905847,35000000,1.066587038,0,489786367.4,235.9061047
858,,,2076192,4.997910176,35000000,1.058855761,0,491217638.5,236.5954779
859,,,2076192,4.997913449,35000000,1.047034748,0,492970973.1,237.4399733
860,,,2076192,4.997915819,35000000,1.023981684,0,485847616.1,234.0090012
861,,,2076192,4.997917407,35000000,1.005711986,0,480809117.7,231.5822033
862,,,2076192,4.997919096,35000000,0.973222154,0,482766468.2,232.5249631
863,,,2076192,4.997919852,35000000,0.933070346,0,484847108,233.5271054
864,,,2076192,4.997919201,35000000,0.906959001,0,481102763.2,231.7236379
865,,,2076192,4.997918141,35000000,0.88605039,0,483504140.6,232.8802638
866,,,2076192,4.997916737,35000000,0.856552561,0,486113061.5,234.1368532
867,,,2076192,4.99791487,35000000,0.826449041,0,488897108.5,235.4777923
868,,,2076192,4.997912516,35000000,0.795098171,0,490699917.4,236.346117
869,,,2076192,4.997910429,35000000,0.766772382,0,500584854.6,241.1072071
870,,,2076192,4.997949224,35000000,0.732431919,0,503950188.6,242.7281237
871,,,2076192,4.997968196,35000000,0.69832287,0,507407409.2,244.3932976
872,,,2076192,4.997995763,35000000,0.672134215,0,507537435.1,244.4559247
873,,,2076192,4.998002255,35000000,0.638654516,0,503603012.7,242.5609061
874,,,2076192,4.998000795,35000000,0.602772335,0,500384560.1,241.0107351
875,,,2076192,4.997996172,35000000,0.58586948,0,507519356.4,244.447217
876,,,2076192,4.997990063,35000000,0.556515728,0,508225780.7,244.787467
877,,,2076192,4.997983145,35000000,0.528125683,0,513422425.3,247.2904362
878,,,2076192,4.997975634,35000000,0.50349105,0,516447770.7,248.7475969
879,,,2076192,4.997967669,35000000,0.477915384,0,509336609.8,245.322499
880,,,2076192,4.997959563,35000000,0.45276873,0,509421789.8,245.363526
881,,,2076192,4.997951158,35000000,0.42442531,0,514329473.6,247.7273169
882,,,2076192,4.997942686,35000000,0.409318129,0,533392110.5,256.9088555
883,,,2076192,4.997934524,35000000,0.386842583,0,535391597.1,257.8719103
884,,,2076192,4.997926484,35000000,0.363624436,0,537320143.3,258.8007965
885,,,2076192,4.997918904,35000000,0.339368185,0,560779107.5,270.0998306
886,,,2076192,4.997911954,35000000,0.322165796,0,562059918,270.7167343
887,,,2076192,4.997905481,35000000,0.303407516,0,561302008.4,270.3516864
888,,,2076192,4.997899472,35000000,0.287739839,0,555381705.7,267.5001665
889,,,2076192,4.997894041,35000000,0.269647887,0,556398892.9,267.9900958
890,,,2076192,4.997889269,35000000,0.26529296,0,576285504,277.5685023
891,,,2076192,4.997884738,35000000,0.245642792,0,573768934.3,276.356394
892,,,2076192,4.99791892,35000000,0.23336901,0,574395568.3,276.6582129
893,,,2076192,4.997930493,35000000,0.225434614,0,579108803.2,278.9283473
894,,,2076192,4.997932775,35000000,0.206119451,0,577505221.3,278.1559804
895,,,2076192,4.997931733,35000000,0.197535713,0,564817935.9,272.0451364
896,,,2076192,4.997929537,35000000,0.191664238,0,558346513.4,268.9281692
897,,,2076192,4.997927133,35000000,0.184230943,0,551245011.9,265.5077237
898,,,2076192,4.997924685,35000000,0.176279578,0,547918146.2,263.9053355
899,,,2076192,4.99792261,35000000,0.172150134,0,551634463.8,265.6953036
900,,,2076192,4.997930079,35000000,0.171706096,0,551817944,265.7836771
901,,,2076192,4.997967004,35000000,0.170213203,0,551994298.4,265.8686183
902,,,2076192,4.997993341,35000000,0.168859366,0,548812307.4,264.3360091
903,,,2076192,4.998031745,35000000,0.165186717,0,550981572.3,265.3808378
904,,,2076192,4.998045375,35000000,0.165146168,0,551096557.1,265.4362203
905,,,2076192,4.998050361,35000000,0.173746145,0,551206906.9,265.4893704
906,,,2076192,4.998052225,35000000,0.171981801,0,557521173.3,268.5306432
907,,,2076192,4.99805284,35000000,0.174235379,0,559486360.1,269.4771775
908,,,2076192,4.998052944,35000000,0.16897323,0,557412220,268.4781658
909,,,2076192,4.998052784,35000000,0.165807612,0,557411077.7,268.4776156
910,,,2076192,4.998052533,35000000,0.169431175,0,557409992.7,268.477093
911,,,2076192,4.99805235,35000000,0.173181958,0,557408966.8,268.4765989
912,,,2076192,4.998052066,35000000,0.176339485,0,544823081.8,262.4145945
913,,,2076192,4.998051697,35000000,0.170495954,0,547899255,263.8962365
914,,,2076192,4.998051397,35000000,0.162996593,0,548098780.1,263.9923379
915,,,2076192,4.998051174,35000000,0.181604924,0,549724740.5,264.7754834
916,,,2076192,4.998050519,35000000,0.169853151,0,559685355.4,269.5730238
917,,,2076192,4.998049642,35000000,0.17715619,0,559427039.9,269.4486058
918,,,2076192,4.998048543,35000000,0.181544896,0,556824859.3,268.1952629
919,,,2076192,4.998076122,35000000,0.195440674,0,556545126.7,268.0605294
920,,,2076192,4.998089071,35000000,0.184800441,0,556276847.8,267.9313126
921,,,2076192,4.998131993,35000000,0.179961543,0,541519776.1,260.823554
922,,,2076192,4.99815736,35000000,0.183405915,0,536589402,258.4488342
923,,,2076192,4.998165822,35000000,0.190168585,0,536261430.5,258.2908664
924,,,2076192,4.998168081,35000000,0.192810544,0,535950990.4,258.1413426
925,,,2076192,4.998168166,35000000,0.20953405,0,539985776.2,260.0847013
926,,,2076192,4.998167457,35000000,0.215624727,0,551897089.6,265.8217976
927,,,2076192,4.998165688,35000000,0.229631093,0,551408206.6,265.5863266
928,,,2076192,4.99816354,35000000,0.242658581,0,550930931.4,265.3564465
929,,,2076192,4.998161319,35000000,0.246560105,0,541798376.9,260.9577423
930,,,2076192,4.998158496,35000000,0.246093913,0,550020457.3,264.9179157
931,,,2076192,4.998155654,35000000,0.243820377,0,549590783,264.7109626
932,,,2076192,4.99815341,35000000,0.247025814,0,549179848.4,264.5130356
933,,,2076192,4.99815154,35000000,0.254707774,0,548788478.3,264.3245318
934,,,2076192,4.998149835,35000000,0.269670626,0,548417192.4,264.1457015
935,,,2076192,4.998148212,35000000,0.268557937,0,550603690.2,265.1988305
936,,,2076192,4.998146669,35000000,0.278788197,0,550252557.9,265.0297072
937,,,2076192,4.998145319,35000000,0.267164007,0,552564146.5,266.1430862
938,,,2076192,4.998144405,35000000,0.253139994,0,552262832,265.9979578
939,,,2076192,4.998143372,35000000,0.257941434,0,544039007.8,262.0369445
940,,,2076192,4.998142425,35000000,0.255743707,0,543829318.4,261.9359473
941,,,2076192,4.998141678,35000000,0.264072815,0,538204765.2,259.2268755
942,,,2076192,4.998140363,35000000,0.248305599,0,538017891.1,259.1368675
943,,,2076192,4.998139259,35000000,0.244029519,0,537848120.6,259.0550973
944,,,2076192,4.998137976,35000000,0.243137203,0,537680421.6,258.9743249
945,,,2076192,4.998136217,35000000,0.246167626,0,537516098.9,258.8951787
946,,,2076192,4.998134744,35000000,0.239936188,0,537356203.9,258.8181651
947,,,2076192,4.998133206,35000000,0.239746068,0,533036115.5,256.7373901
948,,,2076192,4.998132108,35000000,0.240039517,0,532886104.9,256.6651374
949,,,2076192,4.998143768,35000000,0.247317621,0,532743022.2,256.5962214
950,,,2076192,4.998182283,35000000,0.25186143,0,536770263.2,258.5359462
951,,,2076192,4.99819589,35000000,0.261228561,0,536633437.7,258.4700441
952,,,2076192,4.998200297,35000000,0.257604169,0,532327833.7,256.3962455
953,,,2076192,4.998200936,35000000,0.242792715,0,532188377.5,256.3290762
954,,,2076192,4.998199961,35000000,0.243125557,0,532046133.6,256.2605643
955,,,2076192,4.998198606,35000000,0.241868385,0,531902631.7,256.1914465
956,,,2076192,4.998197241,35000000,0.239544317,0,531759164.4,256.1223453
957,,,2076192,4.998196026,35000000,0.244511606,0,531616823.3,256.0537866
958,,,2076192,4.998194902,35000000,0.243474617,0,535630197.7,257.9868325
959,,,2076192,4.998193802,35000000,0.251270583,0,534044670.7,257.2231618
960,,,2076192,4.998193198,35000000,0.24881352,0,536069885.9,258.1986087
961,,,2076192,4.998193003,35000000,0.235169401,0,535931770.3,258.1320852
962,,,2076192,4.998193165,35000000,0.227391162,0,529525692.1,255.0465911
963,,,2076192,4.998193529,35000000,0.213462582,0,529416076.5,254.9937946
964,,,2076192,4.998194172,35000000,0.203820938,0,531435370,255.9663894
965,,,2076192,4.998194968,35000000,0.189135099,0,529218358.6,254.8985636
966,,,2076192,4.998195849,35000000,0.191545136,0,527936916.7,254.2813558
967,,,2076192,4.99819693,35000000,0.195820999,0,527860484.5,254.2445422
968,,,2076192,4.998198365,35000000,0.195808965,0,528977025.1,254.7823251
969,,,2076192,4.99819999,35000000,0.17948689,0,530502639.9,255.517139
970,,,2076192,4.998201953,35000000,0.183082115,0,532496550.6,256.4775081
971,,,2076192,4.998204049,35000000,0.184792457,0,528385428,254.4973817
972,,,2076192,4.998206155,35000000,0.157836401,0,528331606.8,254.4714587
973,,,2076192,4.998208663,35000000,0.149767152,0,530207353.5,255.374914
974,,,2076192,4.998211449,35000000,0.136122681,0,530154515.2,255.3494644
975,,,2076192,4.998214289,35000000,0.112946977,0,530113592.1,255.3297538
976,,,2076192,4.99823165,35000000,0.107200618,0,530084082.5,255.3155404
977,,,2076192,4.99826844,35000000,0.082691061,0,530061060,255.3044516
978,,,2076192,4.998283998,35000000,0.070314966,0,530043947.9,255.2962095
979,,,2076192,4.998292262,35000000,0.060245182,0,530033914.1,255.2913768
980,,,2076192,4.998297814,35000000,0.068123889,0,530029671.8,255.2893334
981,,,2076192,4.99830208,35000000,0.062057544,0,527384580.6,254.0153226
982,,,2076192,4.998305687,35000000,0.0575725,0,527367433.3,254.0070636
983,,,2076192,4.998308935,35000000,0.060106806,0,527349872.3,253.9986053
984,,,2076192,4.99831206,35000000,0.05771373,0,527331492.5,253.9897526
985,,,2076192,4.998315187,35000000,0.067961954,0,527311943.6,253.9803369
986,,,2076192,4.998318459,35000000,0.065460762,0,527291822.9,253.9706457
987,,,2076192,4.998321709,35000000,0.055572266,0,526102870.3,253.3979855
988,,,2076192,4.998324795,35000000,0.055529019,0,523987629,252.3791774
989,,,2076192,4.998327601,35000000,0.055663014,0,523944308.2,252.3583119
990,,,2076192,4.998330141,35000000,0.056061199,0,523900516.3,252.3372194
991,,,2076192,4.998332498,35000000,0.058805252,0,523840510.5,252.3083176
992,,,2076192,4.998364709,35000000,0.061858872,0,525840028.6,253.2713875
993,,,2076192,4.998391191,35000000,0.060762558,0,525751671.7,253.2288303
994,,,2076192,4.998401715,35000000,0.061273457,0,527031599,253.8453086
995,,,2076192,4.99840639,35000000,0.073810304,0,526921156.9,253.7921141
996,,,2076192,4.99840861,35000000,0.062972788,0,525428624.8,253.0732345
997,,,2076192,4.998409955,35000000,0.072078446,0,525306597.2,253.0144598
998,,,2076192,4.998411034,35000000,0.075533541,0,525172930.8,252.9500792
999,,,2076192,4.998412042,35000000,0.081895091,0,525029389.9,252.8809426
1000,,,2076192,4.998413001,35000000,0.083498654,0,509377188.2,245.3420436
1001,,,2076192,4.998414016,35000000,0.091856056,0,503794007.2,242.6528988
1002,,,2076192,4.998415031,35000000,0.090474084,0,503488839.8,242.5059146
1003,,,2076192,4.998415872,35000000,0.09619811,0,491083819.1,236.5310237
1004,,,2076192,4.998416674,35000000,0.102618229,0,487966254.9,235.0294457
1005,,,2076192,4.998417145,35000000,0.118285614,0,487614638,234.860089
1006,,,2076192,4.998417389,35000000,0.120411204,0,487265575.7,234.6919628
1007,,,2076192,4.998417698,35000000,0.127201094,0,486920741.1,234.5258729
1008,,,2076192,4.998417991,35000000,0.134406337,0,486581468.2,234.3624618
1009,,,2076192,4.998418407,35000000,0.137923711,0,467773256.1,225.3034672
1010,,,2076192,4.998418877,35000000,0.132692428,0,467363367.8,225.1060441
1011,,,2076192,4.998419575,35000000,0.134942361,0,466964129.3,224.9137504
1012,,,2076192,4.998420517,35000000,0.141699403,0,485296250.4,233.7434353
1013,,,2076192,4.998421373,35000000,0.143938334,0,484994780.4,233.598232
1014,,,2076192,4.998422249,35000000,0.147571978,0,490361974.3,236.1833464
1015,,,2076192,4.998423394,35000000,0.139026993,0,488122552.5,235.1047266
1016,,,2076192,4.998424633,35000000,0.136936007,0,490867971.9,236.4270607
1017,,,2076192,4.998425671,35000000,0.137719698,0,484899710.2,233.5524413
1018,,,2076192,4.998426689,35000000,0.126075812,0,480818529.9,231.5867366
1019,,,2076192,4.998427509,35000000,0.140105833,0,480562982.7,231.4636521
1020,,,2076192,4.998428586,35000000,0.145569132,0,482281323.7,232.2912927
1021,,,2076192,4.99843013,35000000,0.132608102,0,482095484.6,232.2017832
1022,,,2076192,4.998431995,35000000,0.131774542,0,462642485.8,222.8322264
1023,,,2076192,4.998433889,35000000,0.118603844,0,462493650.7,222.7605398
1024,,,2076192,4.99843598,35000000,0.120107541,0,462374628.2,222.7032125
1025,,,2076192,4.998488511,35000000,0.108536933,0,460370118.5,221.7377384
1026,,,2076192,4.998515442,35000000,0.09323332,0,460304530.4,221.7061478
1027,,,2076192,4.998526457,35000000,0.083579374,0,466410155.7,224.6469285
1028,,,2076192,4.99853125,35000000,0.085943672,0,466390789.5,224.6376007
1029,,,2076192,4.998533844,35000000,0.076070774,0,466398351,224.6412427
1030,,,2076192,4.998536006,35000000,0.056771673,0,466429131.4,224.6560681
1031,,,2076192,4.998538066,35000000,0.038870046,0,466479637.3,224.6803943
1032,,,2076192,4.998539949,35000000,0.034753348,0,460405655.2,221.7548547
1033,,,2076192,4.998541538,35000000,0.024036683,0,459868281.5,221.496028
1034,,,2076192,4.998542675,35000000,0.017531527,0,459953431.5,221.5370407
1035,,,2076192,4.998543492,35000000,-0.006755175,0,460044853.7,221.5810742
1036,,,2076192,4.998544064,35000000,-0.026168804,0,458292699.5,220.7371474
1037,,,2076192,4.998544293,35000000,-0.033116837,0,461683172.6,222.3701722
1038,,,2076192,4.998544376,35000000,-0.043628465,0,461823579,222.4377991
1039,,,2076192,4.998544388,35000000,-0.050587526,0,460933311.3,222.0090007
1040,,,2076192,4.998544214,35000000,-0.058671448,0,461101689.9,222.0901005
1041,,,2076192,4.99854383,35000000,-0.071058919,0,458030792.6,220.6109996
1042,,,2076192,4.998543494,35000000,-0.087007112,0,461456540.7,222.2610148
1043,,,2076192,4.998543029,35000000,-0.093113295,0,461639784,222.3492741
1044,,,2076192,4.998542574,35000000,-0.10363697,0,458590548.6,220.8806067
1045,,,2076192,4.998541977,35000000,-0.11896321,0,458765741.1,220.9649884
1046,,,2076192,4.998565601,35000000,-0.129915359,0,458933398.5,221.0457407
1047,,,2076192,4.998590706,35000000,-0.131413666,0,459093534.7,221.1228705
1048,,,2076192,4.998599525,35000000,-0.138936729,0,459246223.4,221.1964131
1049,,,2076192,4.99861986,35000000,-0.145628429,0,459391607.6,221.2664376
1050,,,2076192,4.998644968,35000000,-0.173038726,0,456536326.6,219.8911886
1051,,,2076192,4.99865416,35000000,-0.179015639,0,462292907,222.6638514
1052,,,2076192,4.998657712,35000000,-0.182415731,0,465602590.6,224.2579639
1053,,,2076192,4.998659347,35000000,-0.192862302,0,465732093.6,224.3203391
1054,,,2076192,4.998660274,35000000,-0.202004782,0,465862131,224.3829718
1055,,,2076192,4.998661002,35000000,-0.205408436,0,465991950,224.4454993
1056,,,2076192,4.998661549,35000000,-0.21611304,0,466120889.9,224.5076033
1057,,,2076192,4.998661993,35000000,-0.2360084,0,464195640.8,223.5803051
1058,,,2076192,4.998662493,35000000,-0.244350637,0,464314088.3,223.6373555
1059,,,2076192,4.998663085,35000000,-0.254909554,0,464427235.4,223.6918529
1060,,,2076192,4.998707584,35000000,-0.266078994,0,464528796.5,223.7407699
1061,,,2076192,4.998724323,35000000,-0.277969927,0,461498271.5,222.2811144
1062,,,2076192,4.998730984,35000000,-0.27902238,0,458436604.8,220.8064595
1063,,,2076192,4.998733834,35000000,-0.290456489,0,460386122,221.7454465
1064,,,2076192,4.998735304,35000000,-0.301303844,0,457287296.8,220.2528941
1065,,,2076192,4.9987363,35000000,-0.30688421,0,457321913.7,220.2695674
1066,,,2076192,4.998768954,35000000,-0.309900572,0,456470576.5,219.85952
1067,,,2076192,4.998794253,35000000,-0.323600577,0,456481735.8,219.8648948
1068,,,2076192,4.998803913,35000000,-0.333897104,0,453191746.4,218.2802681
1069,,,2076192,4.998808146,35000000,-0.334313596,0,453182312.9,218.2757244
1070,,,2076192,4.998810496,35000000,-0.331001447,0,453168761.6,218.2691975
1071,,,2076192,4.998811937,35000000,-0.317528756,0,456365841,219.809074
1072,,,2076192,4.998812856,35000000,-0.329116843,0,453136260.2,218.2535431
1073,,,2076192,4.99881349,35000000,-0.329355352,0,453118697.7,218.2450841
1074,,,2076192,4.99881401,35000000,-0.321822081,0,453101194.8,218.2366538
1075,,,2076192,4.998814467,35000000,-0.322759585,0,453087673.2,218.2301411
1076,,,2076192,4.998815118,35000000,-0.326547536,0,453078139,218.225549
1077,,,2076192,4.998815648,35000000,-0.334090189,0,453072558.6,218.2228612
1078,,,2076192,4.99881578,35000000,-0.342959343,0,453071896.5,218.2225423
1079,,,2076192,4.998815592,35000000,-0.353807355,0,455958140.2,219.6127045
1080,,,2076192,4.998815326,35000000,-0.355540268,0,455960872.2,219.6140204
1081,,,2076192,4.998814872,35000000,-0.353978317,0,455967543,219.6172334
