iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI[dB],bps_Hz,bitrate[bps],bps/user,latitude,longitude,sat_radius,beam_radius,freq
0,,,515326.0,4.999999999999997,35000000.0,10.846484047495647,2.52,775419788.5621802,1504.7169918889792
,0,0,0.0,0.09979304155154184,6953374.41943977,11.33372918523981,3.0,20860123.25831931,0,31.460267547552302,133.40100000001814,59.99000016097146,30.240632611727055,1
,0,1,0.0,0.11446626290505299,3986543.327144095,14.305359981733094,3.5,13952901.645004334,0,30.356678729235888,135.00100000001814,60.00999788636137,35.40878502648495,2
,0,2,0.0,0.08324482628956922,24060082.253416136,5.007187633494689,1.5,36090123.380124204,0,32.051286641782944,134.20100000001815,59.990003180674215,37.38216264714478,0
,0,3,0.0,0.19144142031117603,6953374.41943977,13.399674823045494,3.0,20860123.25831931,0,32.82372020245207,135.80100000001815,59.990000047507635,35.245028860981456,1
,0,4,0.0,0.052962905671150334,24060082.253416136,3.041496930127963,1.2,28872098.70409936,0,32.9168382668609,143.80100000001815,59.99000004640289,36.878976499045045,0
,0,5,16785.0,0.1088286351572419,24060082.253416136,6.325789823918195,1.67,40180337.36320495,2393.8240907479862,33.07412426744859,131.80100000001815,59.99000058052921,33.757186449060406,0
,0,6,12564.0,0.024418244859905548,6953374.41943977,5.206287767973446,1.5,10430061.629159655,830.1545390926183,35.24005902785039,133.40100000001814,59.99000074448633,29.68366362112531,1
,0,7,28850.0,0.07959062268567962,3986543.327144095,12.094803169853146,3.0,11959629.981432285,414.5452333252092,34.04643475993207,135.00100000001814,59.990000162176585,37.78107354206793,2
,0,8,7607.0,0.009956079918543848,24060082.253416136,-4.363376580505799,0,0.0,0.0,34.12998720574137,136.60100000001816,59.99000030776786,38.96765805966147,0
,0,9,0.0,0.19511234568115499,6953374.41943977,14.025996670456047,3.5,24336810.468039196,0,32.18733650009925,138.20100000001815,59.99000005133377,36.24523885300895,1
,0,10,43.0,0.07680940670728452,3986543.327144095,12.354732403260304,3.0,11959629.981432285,278130.9298007508,33.65546388272205,139.80100000001815,60.0099997541235,34.834118296590994,2
,0,11,0.0,0.15465081461805136,6953374.41943977,12.896550667646082,3.0,20860123.25831931,0,32.80303042675421,143.00100000001814,59.99000078847205,35.3937845885269,1
,0,12,0.0,0.038786885662617114,3986543.327144095,9.678566700115859,1.98,7893355.787745308,0,34.132435742263375,144.60100000001816,59.99000016419626,28.71502265102831,2
,0,13,13588.0,0.017105860749299092,24060082.253416136,-1.5641521644461422,0,0.0,0.0,35.245582730263536,134.20100000001815,60.00999717110017,30.740057099161888,0
,0,14,208505.0,0.17349513884354167,6953374.41943977,13.012781306506614,3.0,20860123.25831931,100.04615360935858,34.44313532956063,135.80100000001815,59.99000005042836,34.88857333634239,1
,0,15,0.0,0.19853199929620532,3986543.327144095,16.47880251959268,4.0,15946173.30857638,0,33.98935310662815,137.40100000001814,60.00999999879378,36.232076946491375,2
,0,16,36751.0,0.054988084631371115,24060082.253416136,3.322764977075071,1.2,28872098.70409936,785.6139616364006,36.71570432555119,139.00100000001817,59.99000106768235,35.27565495041912,0
,0,17,78329.0,0.18558261623225852,6953374.41943977,13.495546278310734,3.0,20860123.25831931,266.3141781245683,35.68162523881212,140.60100000001816,59.9900002226193,36.51077758022295,1
,0,18,0.0,0.03154014310142363,3986543.327144095,8.170515356500372,1.98,7893355.787745308,0,35.36309791418741,142.20100000001815,60.00999989397722,36.28875778865067,2
,0,19,0.0,0.1643634676812499,24060082.253416136,-0.1626418792835631,0,0.0,0,35.79830345970911,143.80100000001815,60.00999996158313,36.84842902266566,0
,0,20,31884.0,0.1997950956727432,24060082.253416136,8.740163427219978,1.98,47638962.86176395,1494.1338245440957,36.77323598465493,136.60100000001816,59.99000026047329,32.79516953463581,0
,0,21,27054.0,0.04665138083680671,6953374.41943977,7.603203740336606,1.98,13767681.350490745,508.896331429391,36.703200397165105,138.20100000001815,59.99000001655174,36.85074233485405,1
,0,22,17125.0,0.12894046266128092,3986543.327144095,14.847234032199593,3.5,13952901.645004334,814.7679792703261,37.57986375859684,139.80100000001815,60.00999931439682,30.143057065826987,2
,0,23,487.0,0.06213812143624958,24060082.253416136,3.5583998078569863,1.2,28872098.70409936,59285.62362238062,35.5377193448274,141.40100000001814,59.9900003527934,36.13922824710673,0
,0,24,0.0,0.15147934892466325,6953374.41943977,12.320260196666446,3.0,20860123.25831931,0,37.10632025389072,143.00100000001814,60.00999999187197,36.79693010378495,1
,0,25,0.0,0.2029850664852553,3986543.327144095,16.657482010217166,4.0,15946173.30857638,0,37.81571093837678,144.60100000001816,59.99000002295062,33.61289162013935,2
,0,26,23142.0,0.18353342236947912,6953374.41943977,13.382435387021554,3.0,20860123.25831931,901.3967357324047,39.44647920559174,140.60100000001816,59.99000000532422,39.03169333826133,1
,0,27,2437.0,0.06323201569153897,3986543.327144095,11.060015756444212,2.52,10046089.18440312,4122.318089619664,38.78756484398538,142.20100000001815,60.009999990749094,38.45707782194623,2
,0,28,0.0,0.20763253853183467,24060082.253416136,1.4212229029048058,1.0,24060082.253416136,0,35.990860466027705,143.80100000001815,60.009999929446735,38.05545481621935,0
,0,29,0.0,0.1706092590048503,6953374.41943977,13.40510672868314,3.0,20860123.25831931,0,36.716837910915444,145.40100000001814,60.009999756259006,35.24572355394337,1
,0,30,0.0,0.14271072146666172,6953374.41943977,12.08409165955533,3.0,20860123.25831931,0,38.928705925592794,143.00100000001814,59.99000013156655,35.76623255420504,1
