iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
0,,,77602.0,5.0,35000000.0,16.22868997178507,3.974931544851967,370883343.8311371
,0,0,0.0,0.625,11666666.666666666,15.995081960233136,3.9240283591348004,45780330.85657267,30.0,140.0,12,182.69536358407026,0
,0,1,4169.0,0.625,11666666.666666666,16.35720602339713,4.002935192498235,46700910.57914607,32.4,132.0,12,183.8144222907507,1
,0,2,64948.0,0.625,11666666.666666666,16.338933634183384,3.9989536388885596,46654459.12036653,34.8,137.6,12,183.30989865202187,2
,0,3,0.0,0.625,11666666.666666666,15.78575943113792,3.878416980044953,45248198.10052445,37.2,134.0,12,183.58202076427028,0
,0,4,0.0,0.625,11666666.666666666,16.355515667359292,4.00256686391759,46696613.41237188,36.0,142.5,12,183.6556510564319,1
,0,5,0.0,0.625,11666666.666666666,16.31600544201527,3.9939575858151275,46596171.83450982,41.0,131.0,12,183.70841658909197,2
,0,6,8485.0,0.625,11666666.666666666,16.141456397487737,3.955923349012578,46152439.071813405,42.0,141.2,12,183.57696332131178,0
,0,7,0.0,0.625,11666666.666666666,16.496186005047765,4.033218930499908,47054220.85583226,44.4,135.2,12,183.61175718493143,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
1,,,77602.0,5.252982212813412,35000000.0,16.4090540338259,4.014232873970664,374542416.9305522
,1,0,0.0,0.656622776601676,11666666.666666666,16.164087041938252,3.960854566438345,46209969.94178069,30.0,140.0,12,182.69536358407026,0
,1,1,4169.0,0.6566227766016767,11666666.666666666,16.542788631453085,4.043373642793627,47172692.49925898,32.4,132.0,12,183.8144222907507,1
,1,2,64948.0,0.6566227766016767,11666666.666666666,16.5232355138433,4.039113018466455,47122985.21544198,34.8,137.6,12,183.30989865202187,2
,1,3,0.0,0.6566227766016757,11666666.666666666,15.949136074237835,3.9140167505764243,45663528.756724946,37.2,134.0,12,183.58202076427028,0
,1,4,0.0,0.6566227766016767,11666666.666666666,16.541259634068428,4.043040474263511,47168805.53307429,36.0,142.5,12,183.6556510564319,1
,1,5,0.0,0.6566227766016767,11666666.666666666,16.5004461239443,4.034147210407463,47065050.78808706,41.0,131.0,12,183.70841658909197,2
,1,6,8485.0,0.6566227766016763,11666666.666666666,16.317551385046077,3.99429444680154,46600101.8793513,42.0,141.2,12,183.57696332131178,0
,1,7,0.0,0.6566227766016769,11666666.666666666,16.686992322887136,4.0747956271571075,47539282.316832915,44.4,135.2,12,183.61175718493143,1

