,num_list,iter,CNI,beam_bps/Hz,beam_bps,user,beam_bps/man
0,"[[0, 3, 6], [1, 4, 7], [2, 5]]",8,15.863264166557114,3.895305261892795,363299764.01410484,304677.0,1192.4095485189391
