latitude,longitude,beam_radius,color,user
21.8,124.8,60,3
22.6,123.6,60,3
22.6,124.4,60,1
22.6,125.2,60,2
22.6,126.0,60,3
23.4,123.2,60,1
23.4,124.0,60,2
23.4,124.8,60,3
23.4,125.60000000000001,60,1
23.4,126.4,60,2
23.4,127.2,60,3
24.2,122.8,60,2
24.2,123.6,60,3
24.2,124.4,60,1
24.2,125.2,60,2
24.2,126.0,60,3
24.2,126.8,60,1
24.2,127.6,60,2
24.2,128.4,60,3
25.0,123.2,60,1
25.0,124.0,60,2
25.0,124.8,60,3
25.0,125.60000000000001,60,1
25.0,126.4,60,2
25.0,127.2,60,3
25.0,128.0,60,1
25.0,128.79999999999998,60,2
25.0,129.6,60,3
25.8,122.8,60,2
25.8,123.6,60,3
25.8,124.4,60,1
25.8,125.2,60,2
25.8,126.0,60,3
25.8,126.8,60,1
25.8,127.6,60,2
25.8,128.4,60,3
25.8,129.2,60,1
25.8,130.0,60,2
25.8,130.8,60,3
26.6,123.2,60,1
26.6,124.0,60,2
26.6,124.8,60,3
26.6,125.60000000000001,60,1
26.6,126.4,60,2
26.6,127.2,60,3
26.6,128.79999999999998,60,2
26.6,129.6,60,3
26.6,130.39999999999998,60,1
26.6,131.2,60,2
26.6,132.0,60,3
27.4,123.6,60,3
27.4,124.4,60,1
27.4,125.2,60,2
27.4,126.0,60,3
27.4,126.8,60,1
27.4,127.6,60,2
27.4,128.4,60,3
27.4,129.2,60,1
27.4,130.0,60,2
27.4,130.8,60,3
27.4,131.6,60,1
27.4,132.4,60,2
27.4,133.2,60,3
28.2,124.8,60,3
28.2,125.60000000000001,60,1
28.2,126.4,60,2
28.2,127.2,60,3
28.2,128.0,60,1
28.2,128.79999999999998,60,2
28.2,129.6,60,3
28.2,130.39999999999998,60,1
28.2,131.2,60,2
28.2,132.0,60,3
28.2,132.79999999999998,60,1
28.2,133.6,60,2
29.0,126.0,60,3
29.0,126.8,60,1
29.0,127.6,60,2
29.0,128.4,60,3
29.0,129.2,60,1
29.0,130.0,60,2
29.0,130.8,60,3
29.0,131.6,60,1
29.0,132.4,60,2
29.0,133.2,60,3
29.0,134.0,60,1
29.8,126.4,60,2
29.8,127.2,60,3
29.8,128.0,60,1
29.8,128.79999999999998,60,2
29.8,129.6,60,3
29.8,130.39999999999998,60,1
29.8,131.2,60,2
29.8,132.0,60,3
29.8,132.79999999999998,60,1
29.8,133.6,60,2
29.8,134.39999999999998,60,3
29.8,136.79999999999998,60,3
30.6,126.0,60,3
30.6,126.8,60,1
30.6,127.6,60,2
30.6,128.4,60,3
30.6,129.2,60,1
30.6,130.0,60,2
30.6,130.8,60,3
30.6,131.6,60,1
30.6,132.4,60,2
30.6,133.2,60,3
30.6,134.0,60,1
30.6,134.8,60,2
30.6,135.6,60,3
30.6,136.4,60,1
30.6,137.2,60,2
30.6,138.0,60,3
31.4,126.4,60,2
31.4,127.2,60,3
31.4,128.0,60,1
31.4,128.79999999999998,60,2
31.4,129.6,60,3
31.4,131.2,60,2
31.4,132.0,60,3
31.4,132.79999999999998,60,1
31.4,133.6,60,2
31.4,134.39999999999998,60,3
31.4,135.2,60,1
31.4,136.0,60,2
31.4,136.79999999999998,60,3
31.4,137.6,60,1
31.4,138.39999999999998,60,2
31.4,139.2,60,3
32.2,127.6,60,2
32.2,128.4,60,3
32.2,129.2,60,1
32.2,131.6,60,1
32.2,132.4,60,2
32.2,133.2,60,3
32.2,134.0,60,1
32.2,134.8,60,2
32.2,135.6,60,3
32.2,136.4,60,1
32.2,137.2,60,2
32.2,138.0,60,3
32.2,138.8,60,1
32.2,139.6,60,2
32.2,140.4,60,3
33.0,128.0,60,1
33.0,128.79999999999998,60,2
33.0,129.6,60,3
33.0,130.39999999999998,60,1
33.0,132.0,60,3
33.0,133.6,60,2
33.0,134.39999999999998,60,3
33.0,135.2,60,1
33.0,136.0,60,2
33.0,136.79999999999998,60,3
33.0,137.6,60,1
33.0,138.39999999999998,60,2
33.0,139.2,60,3
33.0,140.0,60,1
33.0,140.79999999999998,60,2
33.0,141.6,60,3
33.8,129.2,60,1
33.8,130.0,60,2
33.8,131.6,60,1
33.8,132.4,60,2
33.8,134.8,60,2
33.8,136.4,60,1
33.8,137.2,60,2
33.8,138.0,60,3
33.8,138.8,60,1
33.8,139.6,60,2
33.8,140.4,60,3
33.8,141.2,60,1
33.8,142.0,60,2
33.8,142.8,60,3
34.6,129.6,60,3
34.6,130.39999999999998,60,1
34.6,131.2,60,2
34.6,134.39999999999998,60,3
34.6,135.2,60,1
34.6,136.79999999999998,60,3
34.6,137.6,60,1
34.6,138.39999999999998,60,2
34.6,139.2,60,3
34.6,140.0,60,1
34.6,140.79999999999998,60,2
34.6,141.6,60,3
34.6,142.39999999999998,60,1
34.6,143.2,60,2
34.6,144.0,60,3
35.4,130.8,60,3
35.4,131.6,60,1
35.4,132.4,60,2
35.4,140.4,60,3
35.4,141.2,60,1
35.4,142.0,60,2
35.4,142.8,60,3
35.4,143.6,60,1
35.4,144.4,60,2
36.2,132.0,60,3
36.2,132.79999999999998,60,1
36.2,133.6,60,2
36.2,134.39999999999998,60,3
36.2,135.2,60,1
36.2,136.0,60,2
36.2,140.79999999999998,60,2
36.2,141.6,60,3
36.2,142.39999999999998,60,1
36.2,143.2,60,2
36.2,144.0,60,3
36.2,144.79999999999998,60,1
37.0,132.4,60,2
37.0,133.2,60,3
37.0,134.0,60,1
37.0,134.8,60,2
37.0,135.6,60,3
37.0,136.4,60,1
37.0,137.2,60,2
37.0,141.2,60,1
37.0,142.0,60,2
37.0,142.8,60,3
37.0,143.6,60,1
37.0,144.4,60,2
37.0,145.2,60,3
37.8,132.79999999999998,60,1
37.8,133.6,60,2
37.8,134.39999999999998,60,3
37.8,135.2,60,1
37.8,136.0,60,2
37.8,136.79999999999998,60,3
37.8,137.6,60,1
37.8,138.39999999999998,60,2
37.8,141.6,60,3
37.8,142.39999999999998,60,1
37.8,143.2,60,2
37.8,144.0,60,3
37.8,144.79999999999998,60,1
37.8,145.6,60,2
38.6,134.0,60,1
38.6,134.8,60,2
38.6,135.6,60,3
38.6,136.4,60,1
38.6,137.2,60,2
38.6,138.0,60,3
38.6,138.8,60,1
38.6,142.0,60,2
38.6,142.8,60,3
38.6,143.6,60,1
38.6,144.4,60,2
38.6,145.2,60,3
38.6,146.0,60,1
39.4,134.39999999999998,60,3
39.4,135.2,60,1
39.4,136.0,60,2
39.4,136.79999999999998,60,3
39.4,137.6,60,1
39.4,138.39999999999998,60,2
39.4,139.2,60,3
39.4,140.0,60,1
39.4,142.39999999999998,60,1
39.4,143.2,60,2
39.4,144.0,60,3
39.4,144.79999999999998,60,1
39.4,145.6,60,2
40.2,135.6,60,3
40.2,136.4,60,1
40.2,137.2,60,2
40.2,138.0,60,3
40.2,138.8,60,1
40.2,139.6,60,2
40.2,142.0,60,2
40.2,142.8,60,3
40.2,143.6,60,1
40.2,144.4,60,2
40.2,145.2,60,3
40.2,146.0,60,1
41.0,136.79999999999998,60,3
41.0,137.6,60,1
41.0,138.39999999999998,60,2
41.0,139.2,60,3
41.0,140.0,60,1
41.0,140.79999999999998,60,2
41.0,141.6,60,3
41.0,142.39999999999998,60,1
41.0,143.2,60,2
41.0,144.0,60,3
41.0,144.79999999999998,60,1
41.0,145.6,60,2
41.0,146.39999999999998,60,3
41.0,147.2,60,1
41.8,137.2,60,2
41.8,138.0,60,3
41.8,138.8,60,1
41.8,139.6,60,2
41.8,141.2,60,1
41.8,142.0,60,2
41.8,142.8,60,3
41.8,143.6,60,1
41.8,144.4,60,2
41.8,145.2,60,3
41.8,146.0,60,1
42.6,137.6,60,1
42.6,138.39999999999998,60,2
42.6,139.2,60,3
42.6,141.6,60,3
42.6,144.0,60,3
42.6,144.79999999999998,60,1
42.6,145.6,60,2
43.4,138.0,60,3
43.4,138.8,60,1
43.4,139.6,60,2
43.4,140.4,60,3
43.4,141.2,60,1
44.2,139.2,60,3
44.2,140.0,60,1
44.2,140.79999999999998,60,2
44.2,141.6,60,3
44.2,144.0,60,3
44.2,144.79999999999998,60,1
45.0,139.6,60,2
45.0,140.4,60,3
45.0,141.2,60,1
45.0,142.8,60,3
45.0,143.6,60,1
45.0,144.4,60,2
45.0,145.2,60,3
45.8,140.0,60,1
