iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI[dB],bps_Hz,bitrate[bps],bps/user,latitude,longitude,sat_radius,beam_radius,freq
0,,,1534368.0,4.999999999999999,35000000.0,8.009699061313782,1.98,857165170.5214176,558.6438002626603
,0,0,0.0,0.025488551621619112,1799804.061909141,9.56822195218584,1.98,3563612.0425800993,0,29.912992759790992,132.30100000000908,59.9900001141221,36.34044724064982,0
,0,1,0.0,0.0016415776713625348,29899055.82824435,-13.229240804891196,0,0.0,0,31.917590410674936,133.10100000000907,59.990025792914444,34.64856574582068,1
,0,2,11611.0,0.04422014969537649,29899055.82824435,1.1408901143111567,0,0.0,0.0,32.25496148950258,131.90100000000908,59.99000095653078,37.657871484583474,1
,0,3,0.0,0.009910874593351379,3301140.1098465105,3.9678764761745917,1.2,3961368.1318158126,0,30.191122624557078,132.7010000000091,59.990000358735884,33.93607806777833,2
,0,4,0.0,0.05117464925661529,1799804.061909141,12.751041457804291,3.0,5399412.185727423,0,30.39180626019344,133.50100000000907,60.00999998011642,37.856451929578945,0
,0,5,0.0,0.02357351703916686,1799804.061909141,7.742545058707697,1.98,3563612.0425800993,0,32.0284887271085,132.30100000000908,60.009999941917634,35.58504168238065,0
,0,6,1699.0,0.024362395426035754,29899055.82824435,-1.5395386860144578,0,0.0,0.0,33.07070303312251,133.10100000000907,60.00996241243734,35.487273577830024,1
,0,7,0.0,0.07216281432626265,3301140.1098465105,12.190632699493925,3.0,9903420.329539532,0,31.107254673654868,133.90100000000908,60.009999994742465,36.95446141733187,2
,0,8,53114.0,0.04790189820889934,1799804.061909141,12.213958126889832,3.0,5399412.185727423,101.65704307202287,33.24498032707505,131.10100000000907,59.990004513253034,30.728354792315525,0
,0,9,6466.0,0.02462056293592848,29899055.82824435,-2.9182430460313586,0,0.0,0.0,34.00935498198107,131.90100000000908,59.99003340746833,36.56367754610836,1
,0,10,14165.0,0.06781285040459517,3301140.1098465105,11.697354773707307,3.0,9903420.329539532,699.1472170518554,33.35872441943329,132.7010000000091,59.990000050586815,35.646359963826555,2
,0,11,0.0,0.040539358722221565,1799804.061909141,10.90863718072111,2.52,4535506.236011036,0,32.08911788788767,133.50100000000907,60.00999951094132,33.25287779438694,0
