,freq_beam_list,iter,CNI,beam_bps/Hz,beam_bps,user,beam_bps/man
0,"[[0, 3, 6], [1, 4, 7], [2, 5]]",301,15.86326416655713,3.8953052618927986,363299764.014105,304677.0,1192.4095485189398
