iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
3,,,304677.0,5.0,35000000.0,15.863264166557121,3.895305261892797,363299764.0141049,1192.4095485189393
,3,0,3313.0,0.6250000000000019,11666666.666666666,16.224705717681942,3.974063375882895,46364072.71863377,13994.58880731475,43.7,143.6,12,183.1924253684002,0
,3,1,6331.0,0.6250000000000012,11666666.666666666,16.07580320972717,3.9416175193995504,45985537.72632808,7263.550422733862,41.8,140.7,12,183.51980796816517,1
,3,2,46657.0,0.6250000000000012,11666666.666666666,16.055567195066146,3.9372080918049135,45934094.404390655,984.5059563278962,38.5,140.7,12,183.73432244603094,2
,3,3,90560.0,0.6249999999999979,11666666.666666666,15.273917838232103,3.7668866969507753,43947011.46442571,485.28060362660904,36.2,139.0,12,183.8146724662094,0
,3,4,48780.0,0.6249999999999969,11666666.666666666,15.333719564232224,3.779917493046202,44099037.41887235,904.039307479958,35.8,136.7,12,183.23946611880635,1
,3,5,72745.0,0.6250000000000022,11666666.666666666,16.04195910735783,3.9342428894932713,45899500.3774215,630.9643326334661,34.5,134.4,12,183.5553370705314,2
,3,6,16424.0,0.6249999999999996,11666666.666666666,15.7557215009972,3.87187171506729,45171836.67578505,2750.3553748042527,34.1,131.9,12,183.48435872681142,0
,3,7,19867.0,0.6249999999999989,11666666.666666666,16.0416337356249,3.9341719909926653,45898673.22824776,2310.2971373759383,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
4,,,304677.0,5.0,35000000.0,15.863264166557121,3.895305261892797,363299764.0141049,1192.4095485189393
,4,0,3313.0,0.625000000000003,11666666.666666666,16.22470571768195,3.974063375882897,46364072.71863379,13994.588807314758,43.7,143.6,12,183.1924253684002,0
,4,1,6331.0,0.625000000000001,11666666.666666666,16.075803209727166,3.9416175193995495,45985537.726328075,7263.5504227338615,41.8,140.7,12,183.51980796816517,1
,4,2,46657.0,0.6250000000000017,11666666.666666666,16.055567195066153,3.937208091804915,45934094.40439067,984.5059563278966,38.5,140.7,12,183.73432244603094,2
,4,3,90560.0,0.6249999999999973,11666666.666666666,15.273917838232098,3.7668866969507744,43947011.4644257,485.28060362660887,36.2,139.0,12,183.8146724662094,0
,4,4,48780.0,0.6249999999999961,11666666.666666666,15.33371956423222,3.779917493046201,44099037.41887234,904.0393074799578,35.8,136.7,12,183.23946611880635,1
,4,5,72745.0,0.6250000000000023,11666666.666666666,16.04195910735783,3.9342428894932713,45899500.3774215,630.9643326334661,34.5,134.4,12,183.5553370705314,2
,4,6,16424.0,0.6249999999999993,11666666.666666666,15.7557215009972,3.87187171506729,45171836.67578505,2750.3553748042527,34.1,131.9,12,183.48435872681142,0
,4,7,19867.0,0.6249999999999987,11666666.666666666,16.0416337356249,3.9341719909926653,45898673.22824776,2310.2971373759383,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
5,,,304677.0,5.0,35000000.0,15.863264166557121,3.895305261892797,363299764.0141049,1192.4095485189393
,5,0,3313.0,0.6250000000000043,11666666.666666666,16.224705717681957,3.9740633758828983,46364072.71863381,13994.588807314762,43.7,143.6,12,183.1924253684002,0
,5,1,6331.0,0.6250000000000016,11666666.666666666,16.07580320972717,3.9416175193995504,45985537.72632808,7263.550422733862,41.8,140.7,12,183.51980796816517,1
,5,2,46657.0,0.6250000000000023,11666666.666666666,16.055567195066157,3.9372080918049157,45934094.40439068,984.5059563278967,38.5,140.7,12,183.73432244603094,2
,5,3,90560.0,0.6249999999999972,11666666.666666666,15.273917838232098,3.7668866969507744,43947011.4644257,485.28060362660887,36.2,139.0,12,183.8146724662094,0
,5,4,48780.0,0.6249999999999954,11666666.666666666,15.333719564232213,3.779917493046199,44099037.41887232,904.0393074799573,35.8,136.7,12,183.23946611880635,1
,5,5,72745.0,0.6250000000000021,11666666.666666666,16.04195910735783,3.9342428894932713,45899500.3774215,630.9643326334661,34.5,134.4,12,183.5553370705314,2
,5,6,16424.0,0.6249999999999987,11666666.666666666,15.755721500997193,3.8718717150672886,45171836.67578503,2750.3553748042514,34.1,131.9,12,183.48435872681142,0
,5,7,19867.0,0.624999999999998,11666666.666666666,16.041633735624895,3.934171990992665,45898673.228247754,2310.297137375938,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
6,,,304677.0,5.0,35000000.0,15.863264166557121,3.895305261892797,363299764.01410484,1192.4095485189391
,6,0,3313.0,0.6250000000000059,11666666.666666666,16.22470571768197,3.9740633758829014,46364072.718633845,13994.588807314774,43.7,143.6,12,183.1924253684002,0
,6,1,6331.0,0.6250000000000021,11666666.666666666,16.075803209727177,3.9416175193995517,45985537.726328105,7263.550422733866,41.8,140.7,12,183.51980796816517,1
,6,2,46657.0,0.6250000000000036,11666666.666666666,16.055567195066164,3.937208091804917,45934094.40439069,984.505956327897,38.5,140.7,12,183.73432244603094,2
,6,3,90560.0,0.6249999999999969,11666666.666666666,15.273917838232094,3.7668866969507735,43947011.46442569,485.28060362660875,36.2,139.0,12,183.8146724662094,0
,6,4,48780.0,0.624999999999996,11666666.666666666,15.33371956423222,3.779917493046201,44099037.41887234,904.0393074799578,35.8,136.7,12,183.23946611880635,1
,6,5,72745.0,0.6250000000000011,11666666.666666666,16.04195910735782,3.9342428894932686,45899500.37742146,630.9643326334657,34.5,134.4,12,183.5553370705314,2
,6,6,16424.0,0.6249999999999981,11666666.666666666,15.75572150099719,3.8718717150672877,45171836.67578502,2750.355374804251,34.1,131.9,12,183.48435872681142,0
,6,7,19867.0,0.6249999999999967,11666666.666666666,16.041633735624885,3.9341719909926622,45898673.228247724,2310.297137375936,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
7,,,304677.0,5.0,35000000.0,15.863264166557123,3.8953052618927972,363299764.01410484,1192.4095485189391
,7,0,3313.0,0.625000000000007,11666666.666666666,16.224705717681978,3.974063375882903,46364072.71863387,13994.58880731478,43.7,143.6,12,183.1924253684002,0
,7,1,6331.0,0.6250000000000012,11666666.666666666,16.07580320972717,3.9416175193995504,45985537.72632808,7263.550422733862,41.8,140.7,12,183.51980796816517,1
,7,2,46657.0,0.6250000000000059,11666666.666666666,16.055567195066182,3.937208091804921,45934094.404390745,984.5059563278982,38.5,140.7,12,183.73432244603094,2
,7,3,90560.0,0.6249999999999966,11666666.666666666,15.27391783823209,3.7668866969507726,43947011.464425676,485.2806036266086,36.2,139.0,12,183.8146724662094,0
,7,4,48780.0,0.6249999999999958,11666666.666666666,15.33371956423222,3.779917493046201,44099037.41887234,904.0393074799578,35.8,136.7,12,183.23946611880635,1
,7,5,72745.0,0.6250000000000006,11666666.666666666,16.041959107357812,3.9342428894932673,45899500.377421446,630.9643326334655,34.5,134.4,12,183.5553370705314,2
,7,6,16424.0,0.6249999999999978,11666666.666666666,15.755721500997188,3.8718717150672872,45171836.67578501,2750.3553748042505,34.1,131.9,12,183.48435872681142,0
,7,7,19867.0,0.6249999999999957,11666666.666666666,16.041633735624877,3.934171990992661,45898673.22824771,2310.2971373759356,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
8,,,304677.0,5.0,35000000.0,15.863264166557121,3.895305261892797,363299764.0141049,1192.4095485189393
,8,0,3313.0,0.6250000000000082,11666666.666666666,16.224705717681985,3.9740633758829045,46364072.71863388,13994.588807314785,43.7,143.6,12,183.1924253684002,0
,8,1,6331.0,0.6250000000000006,11666666.666666666,16.075803209727166,3.9416175193995495,45985537.726328075,7263.5504227338615,41.8,140.7,12,183.51980796816517,1
,8,2,46657.0,0.6250000000000071,11666666.666666666,16.05556719506619,3.937208091804923,45934094.40439077,984.5059563278986,38.5,140.7,12,183.73432244603094,2
,8,3,90560.0,0.6249999999999968,11666666.666666666,15.27391783823209,3.7668866969507726,43947011.464425676,485.2806036266086,36.2,139.0,12,183.8146724662094,0
,8,4,48780.0,0.6249999999999948,11666666.666666666,15.333719564232215,3.7799174930461996,44099037.41887233,904.0393074799575,35.8,136.7,12,183.23946611880635,1
,8,5,72745.0,0.6250000000000008,11666666.666666666,16.041959107357815,3.934242889493268,45899500.37742146,630.9643326334657,34.5,134.4,12,183.5553370705314,2
,8,6,16424.0,0.6249999999999981,11666666.666666666,15.75572150099719,3.8718717150672877,45171836.67578502,2750.355374804251,34.1,131.9,12,183.48435872681142,0
,8,7,19867.0,0.624999999999994,11666666.666666666,16.041633735624867,3.9341719909926587,45898673.22824768,2310.2971373759337,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
9,,,304677.0,5.000000000000001,35000000.0,15.863264166557121,3.895305261892797,363299764.01410496,1192.4095485189396
,9,0,3313.0,0.6250000000000095,11666666.666666666,16.224705717681996,3.9740633758829067,46364072.71863391,13994.588807314794,43.7,143.6,12,183.1924253684002,0
,9,1,6331.0,0.6250000000000001,11666666.666666666,16.075803209727162,3.9416175193995486,45985537.72632807,7263.55042273386,41.8,140.7,12,183.51980796816517,1
,9,2,46657.0,0.6250000000000075,11666666.666666666,16.055567195066192,3.9372080918049233,45934094.40439077,984.5059563278986,38.5,140.7,12,183.73432244603094,2
,9,3,90560.0,0.6249999999999977,11666666.666666666,15.273917838232098,3.7668866969507744,43947011.4644257,485.28060362660887,36.2,139.0,12,183.8146724662094,0
,9,4,48780.0,0.6249999999999942,11666666.666666666,15.333719564232213,3.779917493046199,44099037.41887232,904.0393074799573,35.8,136.7,12,183.23946611880635,1
,9,5,72745.0,0.625,11666666.666666666,16.04195910735781,3.9342428894932664,45899500.37742144,630.9643326334653,34.5,134.4,12,183.5553370705314,2
,9,6,16424.0,0.6249999999999981,11666666.666666666,15.755721500997188,3.8718717150672872,45171836.67578501,2750.3553748042505,34.1,131.9,12,183.48435872681142,0
,9,7,19867.0,0.6249999999999934,11666666.666666666,16.041633735624863,3.934171990992658,45898673.22824767,2310.2971373759337,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
10,,,304677.0,5.0,35000000.0,15.863264166557121,3.895305261892797,363299764.01410484,1192.4095485189391
,10,0,3313.0,0.62500000000001,11666666.666666666,16.224705717682,3.9740633758829076,46364072.71863392,13994.588807314796,43.7,143.6,12,183.1924253684002,0
,10,1,6331.0,0.6249999999999999,11666666.666666666,16.075803209727162,3.9416175193995486,45985537.72632807,7263.55042273386,41.8,140.7,12,183.51980796816517,1
,10,2,46657.0,0.6250000000000081,11666666.666666666,16.0555671950662,3.937208091804925,45934094.40439079,984.5059563278991,38.5,140.7,12,183.73432244603094,2
,10,3,90560.0,0.6249999999999978,11666666.666666666,15.273917838232096,3.766886696950774,43947011.46442569,485.28060362660875,36.2,139.0,12,183.8146724662094,0
,10,4,48780.0,0.6249999999999939,11666666.666666666,15.333719564232211,3.7799174930461987,44099037.41887232,904.0393074799573,35.8,136.7,12,183.23946611880635,1
,10,5,72745.0,0.6249999999999992,11666666.666666666,16.0419591073578,3.934242889493265,45899500.377421424,630.9643326334651,34.5,134.4,12,183.5553370705314,2
,10,6,16424.0,0.6249999999999988,11666666.666666666,15.755721500997193,3.8718717150672886,45171836.67578503,2750.3553748042514,34.1,131.9,12,183.48435872681142,0
,10,7,19867.0,0.6249999999999928,11666666.666666666,16.04163373562486,3.934171990992657,45898673.228247665,2310.2971373759333,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
11,,,304677.0,5.0,35000000.0,15.863264166557121,3.895305261892797,363299764.0141049,1192.4095485189393
,11,0,3313.0,0.6250000000000104,11666666.666666666,16.224705717682,3.9740633758829076,46364072.71863392,13994.588807314796,43.7,143.6,12,183.1924253684002,0
,11,1,6331.0,0.6249999999999986,11666666.666666666,16.07580320972715,3.9416175193995464,45985537.72632804,7263.550422733855,41.8,140.7,12,183.51980796816517,1
,11,2,46657.0,0.6250000000000084,11666666.666666666,16.055567195066203,3.9372080918049255,45934094.4043908,984.5059563278993,38.5,140.7,12,183.73432244603094,2
,11,3,90560.0,0.6249999999999988,11666666.666666666,15.273917838232103,3.7668866969507753,43947011.46442571,485.28060362660904,36.2,139.0,12,183.8146724662094,0
,11,4,48780.0,0.6249999999999942,11666666.666666666,15.333719564232213,3.779917493046199,44099037.41887232,904.0393074799573,35.8,136.7,12,183.23946611880635,1
,11,5,72745.0,0.6249999999999981,11666666.666666666,16.041959107357794,3.9342428894932633,45899500.3774214,630.9643326334649,34.5,134.4,12,183.5553370705314,2
,11,6,16424.0,0.6249999999999994,11666666.666666666,15.755721500997197,3.8718717150672894,45171836.67578504,2750.3553748042523,34.1,131.9,12,183.48435872681142,0
,11,7,19867.0,0.6249999999999918,11666666.666666666,16.041633735624853,3.9341719909926556,45898673.22824764,2310.297137375932,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
12,,,304677.0,5.0,35000000.0,15.863264166557121,3.895305261892797,363299764.01410484,1192.4095485189391
,12,0,3313.0,0.6250000000000113,11666666.666666666,16.224705717682006,3.9740633758829094,46364072.71863394,13994.588807314803,43.7,143.6,12,183.1924253684002,0
,12,1,6331.0,0.6249999999999979,11666666.666666666,16.075803209727148,3.9416175193995455,45985537.72632803,7263.550422733854,41.8,140.7,12,183.51980796816517,1
,12,2,46657.0,0.6250000000000093,11666666.666666666,16.05556719506621,3.9372080918049273,45934094.40439081,984.5059563278996,38.5,140.7,12,183.73432244603094,2
,12,3,90560.0,0.6249999999999993,11666666.666666666,15.273917838232107,3.766886696950776,43947011.46442572,485.2806036266091,36.2,139.0,12,183.8146724662094,0
,12,4,48780.0,0.6249999999999958,11666666.666666666,15.33371956423223,3.7799174930462027,44099037.418872364,904.0393074799582,35.8,136.7,12,183.23946611880635,1
,12,5,72745.0,0.6249999999999974,11666666.666666666,16.041959107357787,3.934242889493262,45899500.37742139,630.9643326334647,34.5,134.4,12,183.5553370705314,2
,12,6,16424.0,0.624999999999999,11666666.666666666,15.755721500997193,3.8718717150672886,45171836.67578503,2750.3553748042514,34.1,131.9,12,183.48435872681142,0
,12,7,19867.0,0.6249999999999903,11666666.666666666,16.041633735624842,3.934171990992653,45898673.22824761,2310.2971373759306,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
13,,,304677.0,4.999999999999999,35000000.0,15.86326416655712,3.8953052618927964,363299764.01410484,1192.4095485189391
,13,0,3313.0,0.625000000000011,11666666.666666666,16.224705717682003,3.9740633758829085,46364072.71863393,13994.588807314798,43.7,143.6,12,183.1924253684002,0
,13,1,6331.0,0.6249999999999962,11666666.666666666,16.075803209727134,3.9416175193995424,45985537.72632799,7263.550422733848,41.8,140.7,12,183.51980796816517,1
,13,2,46657.0,0.6250000000000107,11666666.666666666,16.05556719506622,3.9372080918049295,45934094.40439084,984.5059563279002,38.5,140.7,12,183.73432244603094,2
,13,3,90560.0,0.6249999999999997,11666666.666666666,15.273917838232109,3.7668866969507766,43947011.46442573,485.2806036266092,36.2,139.0,12,183.8146724662094,0
,13,4,48780.0,0.6249999999999974,11666666.666666666,15.333719564232242,3.7799174930462054,44099037.41887239,904.0393074799589,35.8,136.7,12,183.23946611880635,1
,13,5,72745.0,0.6249999999999963,11666666.666666666,16.04195910735778,3.93424288949326,45899500.377421364,630.9643326334643,34.5,134.4,12,183.5553370705314,2
,13,6,16424.0,0.6249999999999987,11666666.666666666,15.75572150099719,3.8718717150672877,45171836.67578502,2750.355374804251,34.1,131.9,12,183.48435872681142,0
,13,7,19867.0,0.6249999999999895,11666666.666666666,16.041633735624835,3.9341719909926516,45898673.2282476,2310.2971373759297,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
14,,,304677.0,5.0,35000000.0,15.863264166557121,3.895305261892797,363299764.01410484,1192.4095485189391
,14,0,3313.0,0.6250000000000104,11666666.666666666,16.224705717682,3.9740633758829076,46364072.71863392,13994.588807314796,43.7,143.6,12,183.1924253684002,0
,14,1,6331.0,0.6249999999999952,11666666.666666666,16.075803209727123,3.94161751939954,45985537.72632796,7263.550422733843,41.8,140.7,12,183.51980796816517,1
,14,2,46657.0,0.6250000000000122,11666666.666666666,16.05556719506623,3.9372080918049317,45934094.404390864,984.5059563279008,38.5,140.7,12,183.73432244603094,2
,14,3,90560.0,0.6249999999999994,11666666.666666666,15.273917838232107,3.766886696950776,43947011.46442572,485.2806036266091,36.2,139.0,12,183.8146724662094,0
,14,4,48780.0,0.6249999999999999,11666666.666666666,15.33371956423226,3.7799174930462094,44099037.41887244,904.0393074799598,35.8,136.7,12,183.23946611880635,1
,14,5,72745.0,0.6249999999999957,11666666.666666666,16.041959107357773,3.934242889493259,45899500.37742135,630.9643326334641,34.5,134.4,12,183.5553370705314,2
,14,6,16424.0,0.6249999999999983,11666666.666666666,15.755721500997188,3.8718717150672872,45171836.67578501,2750.3553748042505,34.1,131.9,12,183.48435872681142,0
,14,7,19867.0,0.6249999999999889,11666666.666666666,16.041633735624828,3.93417199099265,45898673.228247575,2310.2971373759287,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
15,,,304677.0,5.000000000000001,35000000.0,15.863264166557121,3.895305261892797,363299764.01410484,1192.4095485189391
,15,0,3313.0,0.6250000000000104,11666666.666666666,16.224705717682,3.9740633758829076,46364072.71863392,13994.588807314796,43.7,143.6,12,183.1924253684002,0
,15,1,6331.0,0.6249999999999947,11666666.666666666,16.075803209727116,3.941617519399539,45985537.72632795,7263.5504227338415,41.8,140.7,12,183.51980796816517,1
,15,2,46657.0,0.6250000000000128,11666666.666666666,16.05556719506624,3.9372080918049335,45934094.40439089,984.5059563279012,38.5,140.7,12,183.73432244603094,2
,15,3,90560.0,0.6249999999999988,11666666.666666666,15.273917838232105,3.7668866969507757,43947011.46442571,485.28060362660904,36.2,139.0,12,183.8146724662094,0
,15,4,48780.0,0.6250000000000018,11666666.666666666,15.333719564232274,3.7799174930462125,44099037.418872476,904.0393074799606,35.8,136.7,12,183.23946611880635,1
,15,5,72745.0,0.6249999999999941,11666666.666666666,16.041959107357762,3.934242889493256,45899500.37742132,630.9643326334638,34.5,134.4,12,183.5553370705314,2
,15,6,16424.0,0.6249999999999978,11666666.666666666,15.755721500997184,3.8718717150672863,45171836.675785005,2750.35537480425,34.1,131.9,12,183.48435872681142,0
,15,7,19867.0,0.6249999999999902,11666666.666666666,16.041633735624835,3.9341719909926516,45898673.2282476,2310.2971373759297,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
16,,,304677.0,4.999999999999999,35000000.0,15.86326416655712,3.8953052618927964,363299764.0141049,1192.4095485189393
,16,0,3313.0,0.6250000000000107,11666666.666666666,16.224705717682003,3.9740633758829085,46364072.71863393,13994.588807314798,43.7,143.6,12,183.1924253684002,0
,16,1,6331.0,0.6249999999999943,11666666.666666666,16.075803209727116,3.941617519399539,45985537.72632795,7263.5504227338415,41.8,140.7,12,183.51980796816517,1
,16,2,46657.0,0.6250000000000123,11666666.666666666,16.055567195066235,3.9372080918049326,45934094.40439088,984.505956327901,38.5,140.7,12,183.73432244603094,2
,16,3,90560.0,0.6249999999999986,11666666.666666666,15.273917838232105,3.7668866969507757,43947011.46442571,485.28060362660904,36.2,139.0,12,183.8146724662094,0
,16,4,48780.0,0.625000000000002,11666666.666666666,15.333719564232274,3.7799174930462125,44099037.418872476,904.0393074799606,35.8,136.7,12,183.23946611880635,1
,16,5,72745.0,0.6249999999999928,11666666.666666666,16.04195910735775,3.934242889493254,45899500.3774213,630.9643326334634,34.5,134.4,12,183.5553370705314,2
,16,6,16424.0,0.6249999999999969,11666666.666666666,15.75572150099718,3.8718717150672854,45171836.675785,2750.3553748042495,34.1,131.9,12,183.48435872681142,0
,16,7,19867.0,0.6249999999999919,11666666.666666666,16.041633735624846,3.934171990992654,45898673.22824763,2310.2971373759315,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
17,,,304677.0,5.000000000000001,35000000.0,15.863264166557121,3.895305261892797,363299764.01410484,1192.4095485189391
,17,0,3313.0,0.6250000000000109,11666666.666666666,16.224705717682003,3.9740633758829085,46364072.71863393,13994.588807314798,43.7,143.6,12,183.1924253684002,0
,17,1,6331.0,0.6249999999999948,11666666.666666666,16.075803209727116,3.941617519399539,45985537.72632795,7263.5504227338415,41.8,140.7,12,183.51980796816517,1
,17,2,46657.0,0.6250000000000128,11666666.666666666,16.05556719506624,3.9372080918049335,45934094.40439089,984.5059563279012,38.5,140.7,12,183.73432244603094,2
,17,3,90560.0,0.6249999999999983,11666666.666666666,15.273917838232103,3.7668866969507753,43947011.46442571,485.28060362660904,36.2,139.0,12,183.8146724662094,0
,17,4,48780.0,0.6250000000000026,11666666.666666666,15.333719564232274,3.7799174930462125,44099037.418872476,904.0393074799606,35.8,136.7,12,183.23946611880635,1
