iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI[dB],bps_Hz,bitrate[bps],bps/user,latitude,longitude,sat_radius,beam_radius,freq
0,,,2076196.0,4.999999999999998,35000000.0,2.2368333889480554,1.0,1553972282.704223,748.4708971138673
,0,0,388.0,0.045511114414396266,15869322.639122017,4.072570192529404,1.2,19043187.16694642,49080.37929625365,30.6,130.7,50,42.69273645737051,0
,0,1,190.0,0.01409354617412994,9200984.034127634,0.892483784174808,0,0.0,0.0,30.6,131.3,50,43.73718057280706,1
,0,2,5551.0,0.03950003291741821,9200984.034127634,5.60020083751621,1.67,15365643.336993149,2768.085630876085,31.2,130.4,50,43.588921215798706,1
,0,3,3273.0,0.014743879271939767,9929693.326750347,1.0008640982933983,0,0.0,0.0,31.2,131.0,50,44.995438327820565,2
,0,4,6196.0,0.003945248060698385,9929693.326750347,-5.157545985641709,0,0.0,0.0,31.8,130.1,50,44.01535591945846,2
,0,5,10384.0,0.02043071592823607,15869322.639122017,0.34879396666025103,0,0.0,0.0,31.8,130.7,50,44.07238814993,0
,0,6,7550.0,0.02034815910025818,9200984.034127634,2.2923276490051854,1.0,9200984.034127634,1218.6733820036602,31.8,131.3,50,43.62892010587848,1
,0,7,287.0,0.013845842363689733,9200984.034127634,1.21393590250942,0,0.0,0.0,32.4,128.6,50,44.34470930124155,1
,0,8,4732.0,0.04172436413252697,15869322.639122017,3.5197456068830446,1.2,19043187.16694642,4024.3421739109085,32.4,129.8,50,42.92576808283738,0
,0,9,8143.0,0.0016359280258726162,9200984.034127634,-8.494958521484918,0,0.0,0.0,32.4,130.4,50,44.251667072195374,1
,0,10,8246.0,0.026883526470638276,9929693.326750347,3.3006718829105615,1.2,11915631.992100416,1445.019644930926,32.4,131.0,50,44.90962246789166,2
,0,11,5649.0,0.0036990096401299244,15869322.639122017,-7.071991274288589,0,0.0,0.0,32.4,131.6,50,43.55240954583023,0
,0,12,207.0,0.043306525987771,9929693.326750347,5.442613577241958,1.5,14894539.990125522,71954.29946920542,32.4,132.8,50,43.529119157903324,2
,0,13,1.0,0.03669469088439591,9200984.034127634,5.257828660110528,1.5,13801476.051191451,13801476.051191451,32.4,139.4,50,42.83117537609971,1
,0,14,1.0,0.02538859454048119,9929693.326750347,3.6580506538558883,1.2,11915631.992100416,11915631.992100416,32.4,140.0,50,43.12824001737867,2
,0,15,445.0,0.00466772527099929,15869322.639122017,-6.122081839589559,0,0.0,0.0,33.0,128.9,50,42.995566685540574,0
,0,16,6903.0,0.0005167397214923797,9200984.034127634,-13.398389310451432,0,0.0,0.0,33.0,129.5,50,44.64246098248195,1
