iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
0,,,289726.0,5.0,35000000.0,16.980853731176946,4.138828028023457,115115007.94956703
,0,0,286636.0,1.6666666666666667,11666666.666666666,21.266084958770094,5.072579912516003,59180098.97935337,34.8,135.2,12,183.72379537666362,0
,0,1,0.0,1.6666666666666667,11666666.666666666,9.093496833802657,2.420172960085599,28235351.200998653,37.2,134.0,12,183.58202076427028,1
,0,2,3090.0,1.6666666666666667,11666666.666666666,8.882734322119589,2.3742478087898586,27699557.769215018,37.2,136.4,12,183.92008513842333,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
1,,,289726.0,5.000000000000001,35000000.0,16.980853731176868,4.13882802802344,115115007.94956689
,1,0,286636.0,1.6666666666666332,11666666.666666666,21.26608495877001,5.072579912515985,59180098.97935315,34.8,135.2,12,183.72379537666362,0
,1,1,0.0,1.6666666666666792,11666666.666666666,9.093496833802648,2.4201729600855972,28235351.200998634,37.2,134.0,12,183.58202076427028,1
,1,2,3090.0,1.666666666666688,11666666.666666666,8.882734322119617,2.374247808789865,27699557.76921509,37.2,136.4,12,183.92008513842333,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
2,,,289726.0,5.0,35000000.0,16.98085373117681,4.138828028023427,115115007.94956675
,2,0,286636.0,1.6666666666666083,11666666.666666666,21.26608495876994,5.0725799125159705,59180098.97935299,34.8,135.2,12,183.72379537666362,0
,2,1,0.0,1.6666666666666932,11666666.666666666,9.093496833802664,2.420172960085601,28235351.200998675,37.2,134.0,12,183.58202076427028,1
,2,2,3090.0,1.6666666666666985,11666666.666666666,8.882734322119617,2.374247808789865,27699557.76921509,37.2,136.4,12,183.92008513842333,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
3,,,289726.0,5.0,35000000.0,16.98085373117676,4.138828028023417,115115007.94956662
,3,0,286636.0,1.6666666666665872,11666666.666666666,21.266084958769884,5.072579912515958,59180098.97935284,34.8,135.2,12,183.72379537666362,0
,3,1,0.0,1.6666666666667063,11666666.666666666,9.093496833802684,2.420172960085605,28235351.20099872,37.2,134.0,12,183.58202076427028,1
,3,2,3090.0,1.6666666666667065,11666666.666666666,8.88273432211961,2.374247808789863,27699557.769215066,37.2,136.4,12,183.92008513842333,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
4,,,289726.0,5.0,35000000.0,16.980853731176722,4.138828028023408,115115007.94956654
,4,0,286636.0,1.6666666666665693,11666666.666666666,21.266084958769838,5.072579912515947,59180098.97935272,34.8,135.2,12,183.72379537666362,0
,4,1,0.0,1.6666666666667171,11666666.666666666,9.0934968338027,2.4201729600856083,28235351.20099876,37.2,134.0,12,183.58202076427028,1
,4,2,3090.0,1.6666666666667136,11666666.666666666,8.882734322119607,2.374247808789862,27699557.76921506,37.2,136.4,12,183.92008513842333,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
5,,,289726.0,5.0,35000000.0,16.98085373117668,4.138828028023399,115115007.94956645
,5,0,286636.0,1.6666666666665524,11666666.666666666,21.266084958769795,5.0725799125159385,59180098.979352616,34.8,135.2,12,183.72379537666362,0
,5,1,0.0,1.6666666666667316,11666666.666666666,9.09349683380273,2.420172960085615,28235351.20099884,37.2,134.0,12,183.58202076427028,1
,5,2,3090.0,1.666666666666716,11666666.666666666,8.882734322119584,2.3742478087898573,27699557.769215,37.2,136.4,12,183.92008513842333,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
6,,,289726.0,5.0,35000000.0,16.98085373117665,4.138828028023393,115115007.94956638
,6,0,286636.0,1.6666666666665382,11666666.666666666,21.26608495876976,5.0725799125159305,59180098.97935252,34.8,135.2,12,183.72379537666362,0
,6,1,0.0,1.6666666666667405,11666666.666666666,9.093496833802742,2.4201729600856177,28235351.200998873,37.2,134.0,12,183.58202076427028,1
,6,2,3090.0,1.6666666666667211,11666666.666666666,8.88273432211958,2.3742478087898564,27699557.76921499,37.2,136.4,12,183.92008513842333,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
7,,,289726.0,5.0,35000000.0,16.980853731176616,4.138828028023385,115115007.94956632
,7,0,286636.0,1.6666666666665226,11666666.666666666,21.26608495876972,5.0725799125159226,59180098.97935243,34.8,135.2,12,183.72379537666362,0
,7,1,0.0,1.6666666666667511,11666666.666666666,9.09349683380276,2.4201729600856217,28235351.200998917,37.2,134.0,12,183.58202076427028,1
,7,2,3090.0,1.6666666666667267,11666666.666666666,8.882734322119573,2.374247808789855,27699557.769214973,37.2,136.4,12,183.92008513842333,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
8,,,289726.0,5.0,35000000.0,16.980853731176573,4.138828028023376,115115007.94956622
,8,0,286636.0,1.6666666666665055,11666666.666666666,21.266084958769675,5.072579912515912,59180098.9793523,34.8,135.2,12,183.72379537666362,0
,8,1,0.0,1.6666666666667604,11666666.666666666,9.09349683380277,2.420172960085624,28235351.200998943,37.2,134.0,12,183.58202076427028,1
,8,2,3090.0,1.6666666666667342,11666666.666666666,8.882734322119573,2.374247808789855,27699557.769214973,37.2,136.4,12,183.92008513842333,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
9,,,289726.0,5.0,35000000.0,16.980853731176534,4.138828028023367,115115007.94956613
,9,0,286636.0,1.6666666666664878,11666666.666666666,21.266084958769625,5.072579912515901,59180098.979352176,34.8,135.2,12,183.72379537666362,0
,9,1,0.0,1.666666666666771,11666666.666666666,9.093496833802785,2.420172960085627,28235351.20099898,37.2,134.0,12,183.58202076427028,1
,9,2,3090.0,1.6666666666667416,11666666.666666666,8.88273432211957,2.374247808789854,27699557.769214965,37.2,136.4,12,183.92008513842333,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
10,,,289726.0,5.0,35000000.0,16.980853731176488,4.138828028023357,115115007.94956604
,10,0,286636.0,1.6666666666664678,11666666.666666666,21.26608495876958,5.0725799125158915,59180098.979352064,34.8,135.2,12,183.72379537666362,0
,10,1,0.0,1.666666666666785,11666666.666666666,9.09349683380281,2.4201729600856323,28235351.200999044,37.2,134.0,12,183.58202076427028,1
,10,2,3090.0,1.666666666666747,11666666.666666666,8.882734322119555,2.374247808789851,27699557.76921493,37.2,136.4,12,183.92008513842333,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
11,,,289726.0,5.0,35000000.0,16.980853731176445,4.138828028023347,115115007.94956593
,11,0,286636.0,1.666666666666449,11666666.666666666,21.266084958769525,5.07257991251588,59180098.97935193,34.8,135.2,12,183.72379537666362,0
,11,1,0.0,1.666666666666797,11666666.666666666,9.09349683380283,2.4201729600856368,28235351.200999092,37.2,134.0,12,183.58202076427028,1
,11,2,3090.0,1.6666666666667536,11666666.666666666,8.882734322119548,2.3742478087898498,27699557.769214913,37.2,136.4,12,183.92008513842333,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
12,,,289726.0,5.0,35000000.0,16.980853731176403,4.1388280280233385,115115007.94956584
,12,0,286636.0,1.666666666666431,11666666.666666666,21.26608495876948,5.072579912515869,59180098.9793518,34.8,135.2,12,183.72379537666362,0
,12,1,0.0,1.6666666666668113,11666666.666666666,9.093496833802858,2.420172960085643,28235351.200999167,37.2,134.0,12,183.58202076427028,1
,12,2,3090.0,1.6666666666667573,11666666.666666666,8.88273432211953,2.3742478087898458,27699557.769214865,37.2,136.4,12,183.92008513842333,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
13,,,289726.0,5.0,35000000.0,16.980853731176357,4.138828028023329,115115007.94956572
,13,0,286636.0,1.6666666666664112,11666666.666666666,21.266084958769426,5.072579912515858,59180098.97935167,34.8,135.2,12,183.72379537666362,0
,13,1,0.0,1.6666666666668288,11666666.666666666,9.093496833802897,2.4201729600856514,28235351.200999264,37.2,134.0,12,183.58202076427028,1
,13,2,3090.0,1.6666666666667604,11666666.666666666,8.882734322119502,2.3742478087898395,27699557.769214794,37.2,136.4,12,183.92008513842333,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
14,,,289726.0,5.0,35000000.0,16.98085373117631,4.138828028023318,115115007.94956563
,14,0,286636.0,1.6666666666663905,11666666.666666666,21.266084958769373,5.072579912515846,59180098.979351535,34.8,135.2,12,183.72379537666362,0
,14,1,0.0,1.6666666666668455,11666666.666666666,9.093496833802936,2.42017296008566,28235351.200999364,37.2,134.0,12,183.58202076427028,1
,14,2,3090.0,1.6666666666667636,11666666.666666666,8.882734322119477,2.374247808789834,27699557.76921473,37.2,136.4,12,183.92008513842333,1

