,num_list,iter,CNI,beam_bps/Hz,beam_bps,user,beam_bps/man
0,"[[0, 3, 6], [1, 4, 7], [2, 5]]",1,7.606121689999192,2.096073916250824,195623771.43418157,304677.0,642.069376533777
