,freq_beam_list,iter,CNI,beam_bps/Hz,beam_bps,user,beam_bps/man
0,"[[0, 3, 6], [1, 4, 7], [2, 5]]",344,15.87727557358958,3.8983583474851695,363354226.4303333,304677.0,1192.5883031221042
