,num_list,iter,CNI,bps/Hz,bps,user,bps/man
0,"[[0, 3, 6], [1, 4, 7], [2, 5]]",6,18.09222594399515,4.0,319988713.2943764,304677.0,1050.255560132128
1,"[[0, 3, 6], [1, 4, 7], [2, 5]]",4,16.965913126485272,4.0,364657272.2763752,317789.0,1147.4823618072846
2,"[[0, 3, 6], [1, 4, 7], [2, 5]]",61,21.305485432910807,4.5,327073897.1871511,447286.0,731.2410788335675
3,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,16.887398865343577,4.0,298945227.1258565,384910.0,776.6626669243628
4,"[[0, 3, 6], [1, 4, 7], [2, 5]]",43,21.98228397445453,4.5,246302483.0429128,641644.0,383.8615853072932
5,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,18.804487156147466,4.0,201844245.49544525,857760.0,235.31552589937192
6,"[[0, 3, 6], [1, 4, 7], [2, 5]]",60,23.661539553684776,4.5,332777156.02046275,817228.0,407.2023425781578
7,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,15.993492914546923,4.0,305411332.4220663,1002727.0,304.5807407420627
8,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,16.365431748118407,4.0,290823090.69163823,899492.0,323.319263197047
9,"[[0, 3, 6], [1, 4, 7], [2, 5]]",74,28.822967363688342,4.5,279756713.59410816,899967.0,310.85219079600495
10,"[[0, 3, 6], [1, 4, 7], [2, 5]]",61,20.8036771685291,4.5,349937245.3264173,818241.0,427.6701428141798
11,"[[0, 3, 6], [1, 4, 7], [2, 5]]",95,16.520069708931956,4.0,308758238.7401622,772594.0,399.6384113003236
12,"[[0, 3, 6], [1, 4, 7], [2, 5]]",8,15.096269333022423,3.5,295853787.1113211,757633.0,390.497492996373
13,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,16.6158628938435,4.0,244971479.3969145,617275.0,396.8595510864923
14,"[[0, 3, 6], [1, 4, 7], [2, 5]]",38,15.510723238215295,3.5,340868964.85067123,353788.0,963.483681896139
15,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,16.61352658425145,4.0,305870706.4010026,351369.0,870.5113609937205
16,"[[0, 3, 6], [1, 4, 7], [2, 5]]",5,24.199452723289397,4.5,213315338.04679954,366319.0,582.3212501857658
17,"[[0, 3, 6], [1, 4, 7], [2, 5]]",10,16.55262775666565,4.0,315236755.6118798,241594.0,1304.8203002221903
18,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,16.1946067994795,4.0,308707003.1861637,193032.0,1599.2529901061157
19,"[[0, 3, 6], [1, 4, 7], [2, 5]]",5,17.090716715138903,4.0,316011162.594767,197956.0,1596.3707217501212
20,"[[0, 3, 6], [1, 4, 7], [2, 5]]",2,17.243348767336492,4.0,278807493.43721324,199800.0,1395.4329000861524
21,"[[0, 3, 6], [1, 4, 7], [2, 5]]",64,18.101525078237962,4.0,338482557.2739483,184001.0,1839.5691179610344
22,"[[0, 3, 6], [1, 4, 7], [2, 5]]",89,23.89993462871619,4.5,308393259.78434485,103820.0,2970.460988098101
23,"[[0, 3, 6], [1, 4, 7], [2, 5]]",55,21.181590203546037,4.5,345042882.5348205,104609.0,3298.405323966585
24,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,16.732950178971276,4.0,306655643.13666546,97492.0,3145.444171179845
25,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,15.571796635798512,3.5,329145157.1933735,103529.0,3179.255640384564
26,"[[0, 3, 6], [1, 4, 7], [2, 5]]",66,16.335726129168616,4.0,307922507.4163397,85085.0,3618.9987355743046
27,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,19.596372285699417,4.5,295618465.34126264,50350.0,5871.270413927758
28,"[[0, 3, 6], [1, 4, 7], [2, 5]]",69,24.019267703396952,4.5,339442497.0091472,47987.0,7073.63446369115
29,"[[0, 3, 6], [1, 4, 7], [2, 5]]",99,27.42745786404249,4.5,311425160.339465,43363.0,7181.817686494593
30,"[[0, 3, 6], [1, 4, 7], [2, 5]]",82,15.858882736252609,4.0,347127626.56252325,10310.0,33669.02294495861
31,"[[0, 3, 6], [1, 4, 7], [2, 5]]",99,24.62507924286081,4.5,334594472.5589915,9094.0,36792.88240147256
32,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,16.45721234274577,4.0,292048899.1377237,7634.0,38256.33994468479
33,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,17.44354803263073,4.0,232969805.34566525,4563.0,51056.27993549534
34,"[[0, 3, 6], [1, 4, 7], [2, 5]]",51,24.989782774231053,4.5,345496454.5979848,923.0,374319.01906607236
35,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,19.233948508663545,4.0,267611684.58368823,32.0,8362865.143240257
36,"[[0, 3, 6], [1, 4, 7], [2, 5]]",2,17.67096879089693,4.0,303585779.1221558,0.0,inf
37,"[[0, 3, 6], [1, 4, 7], [2, 5]]",9,15.361953465412313,3.5,296124352.55305684,0.0,inf
38,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,17.880478886267483,4.0,286064477.0014833,0.0,inf
39,"[[0, 3, 6], [1, 4, 7], [2, 5]]",63,22.228004269000216,4.5,352444937.18670124,0.0,inf
40,"[[0, 3, 6], [1, 4, 7], [2, 5]]",16,16.306822285165985,4.0,304541666.75513613,282.0,1079934.9884933906
41,"[[0, 3, 6], [1, 4, 7], [2, 5]]",8,24.45255781297922,4.5,328192023.835434,397.0,826680.1607945442
42,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,15.491103387860237,3.5,293399899.87696594,989.0,296663.19502221025
43,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,15.693924549031566,3.5,282244605.9137575,592.0,476764.53701648227
44,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,15.356755417212902,3.5,301836739.47054076,0.0,inf
45,"[[0, 3, 6], [1, 4, 7], [2, 5]]",9,16.018900893248812,4.0,264086395.93832237,410.0,644113.1608251765
46,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,17.359235212555653,4.0,255749998.19139358,40.0,6393749.954784839
