,num_list,iter,CNI,bps/Hz,bps,user,bps/man
0,"[[0, 4, 5, 8, 11, 17, 20, 23, 26, 27, 30, 33, 36, 38, 42, 45, 48, 51, 55, 58, 61, 64, 65, 69, 72, 74, 77, 80, 83, 86, 89, 91, 94, 97, 99, 104, 107, 108, 111, 114, 117, 120, 123, 125, 128, 131], [1, 2, 6, 9, 12, 14, 15, 18, 21, 24, 28, 31, 34, 37, 39, 40, 43, 46, 49, 52, 53, 56, 59, 62, 66, 67, 70, 73, 75, 78, 81, 84, 87, 90, 92, 95, 98, 100, 102, 105, 109, 112, 115, 118, 121, 126, 129, 132], [3, 7, 10, 13, 16, 19, 22, 25, 29, 32, 35, 41, 44, 47, 50, 54, 57, 60, 63, 68, 71, 76, 79, 82, 85, 88, 93, 96, 101, 103, 106, 110, 113, 116, 119, 122, 124, 127, 130, 133]]",100,3.955466332,1.2,1488986532,2076192,717.1718859
1,"[[0, 4, 5, 8, 11, 17, 20, 23, 26, 27, 30, 33, 36, 38, 42, 45, 48, 51, 55, 58, 61, 64, 65, 69, 72, 74, 77, 80, 83, 86, 89, 91, 94, 97, 99, 104, 107, 108, 111, 114, 117, 120, 123, 125, 128, 131], [1, 2, 6, 9, 12, 14, 15, 18, 21, 24, 28, 31, 34, 37, 39, 40, 43, 46, 49, 52, 53, 56, 59, 62, 66, 67, 70, 73, 75, 78, 81, 84, 87, 90, 92, 95, 98, 100, 102, 105, 109, 112, 115, 118, 121, 126, 129, 132], [3, 7, 10, 13, 16, 19, 22, 25, 29, 32, 35, 41, 44, 47, 50, 54, 57, 60, 63, 68, 71, 76, 79, 82, 85, 88, 93, 96, 101, 103, 106, 110, 113, 116, 119, 122, 124, 127, 130, 133]]",0,4.155564339,1.2,1399187584,2076192,673.9201309
2,"[[0, 4, 5, 8, 11, 17, 20, 23, 26, 27, 30, 33, 36, 38, 42, 45, 48, 51, 55, 58, 61, 64, 65, 69, 72, 74, 77, 80, 83, 86, 89, 91, 94, 97, 99, 104, 107, 108, 111, 114, 117, 120, 123, 125, 128, 131], [1, 2, 6, 9, 12, 14, 15, 18, 21, 24, 28, 31, 34, 37, 39, 40, 43, 46, 49, 52, 53, 56, 59, 62, 66, 67, 70, 73, 75, 78, 81, 84, 87, 90, 92, 95, 98, 100, 102, 105, 109, 112, 115, 118, 121, 126, 129, 132], [3, 7, 10, 13, 16, 19, 22, 25, 29, 32, 35, 41, 44, 47, 50, 54, 57, 60, 63, 68, 71, 76, 79, 82, 85, 88, 93, 96, 101, 103, 106, 110, 113, 116, 119, 122, 124, 127, 130, 133]]",85,7.234446706,1.67,1132201626,2076192,545.3260712
3,"[[0, 4, 5, 8, 11, 17, 20, 23, 26, 27, 30, 33, 36, 38, 42, 45, 48, 51, 55, 58, 61, 64, 65, 69, 72, 74, 77, 80, 83, 86, 89, 91, 94, 97, 99, 104, 107, 108, 111, 114, 117, 120, 123, 125, 128, 131], [1, 2, 6, 9, 12, 14, 15, 18, 21, 24, 28, 31, 34, 37, 39, 40, 43, 46, 49, 52, 53, 56, 59, 62, 66, 67, 70, 73, 75, 78, 81, 84, 87, 90, 92, 95, 98, 100, 102, 105, 109, 112, 115, 118, 121, 126, 129, 132], [3, 7, 10, 13, 16, 19, 22, 25, 29, 32, 35, 41, 44, 47, 50, 54, 57, 60, 63, 68, 71, 76, 79, 82, 85, 88, 93, 96, 101, 103, 106, 110, 113, 116, 119, 122, 124, 127, 130, 133]]",0,3.91332678,1.2,1496813023,2076192,720.9415233
4,"[[0, 4, 5, 8, 11, 17, 20, 23, 26, 27, 30, 33, 36, 38, 42, 45, 48, 51, 55, 58, 61, 64, 65, 69, 72, 74, 77, 80, 83, 86, 89, 91, 94, 97, 99, 104, 107, 108, 111, 114, 117, 120, 123, 125, 128, 131], [1, 2, 6, 9, 12, 14, 15, 18, 21, 24, 28, 31, 34, 37, 39, 40, 43, 46, 49, 52, 53, 56, 59, 62, 66, 67, 70, 73, 75, 78, 81, 84, 87, 90, 92, 95, 98, 100, 102, 105, 109, 112, 115, 118, 121, 126, 129, 132], [3, 7, 10, 13, 16, 19, 22, 25, 29, 32, 35, 41, 44, 47, 50, 54, 57, 60, 63, 68, 71, 76, 79, 82, 85, 88, 93, 96, 101, 103, 106, 110, 113, 116, 119, 122, 124, 127, 130, 133]]",9,4.054778521,1.2,1372138023,2076192,660.8916819
5,"[[0, 4, 5, 8, 11, 17, 20, 23, 26, 27, 30, 33, 36, 38, 42, 45, 48, 51, 55, 58, 61, 64, 65, 69, 72, 74, 77, 80, 83, 86, 89, 91, 94, 97, 99, 104, 107, 108, 111, 114, 117, 120, 123, 125, 128, 131], [1, 2, 6, 9, 12, 14, 15, 18, 21, 24, 28, 31, 34, 37, 39, 40, 43, 46, 49, 52, 53, 56, 59, 62, 66, 67, 70, 73, 75, 78, 81, 84, 87, 90, 92, 95, 98, 100, 102, 105, 109, 112, 115, 118, 121, 126, 129, 132], [3, 7, 10, 13, 16, 19, 22, 25, 29, 32, 35, 41, 44, 47, 50, 54, 57, 60, 63, 68, 71, 76, 79, 82, 85, 88, 93, 96, 101, 103, 106, 110, 113, 116, 119, 122, 124, 127, 130, 133]]",9,3.775882649,1.2,1473274086,2076192,709.6039702
6,"[[0, 4, 5, 8, 11, 17, 20, 23, 26, 27, 30, 33, 36, 38, 42, 45, 48, 51, 55, 58, 61, 64, 65, 69, 72, 74, 77, 80, 83, 86, 89, 91, 94, 97, 99, 104, 107, 108, 111, 114, 117, 120, 123, 125, 128, 131], [1, 2, 6, 9, 12, 14, 15, 18, 21, 24, 28, 31, 34, 37, 39, 40, 43, 46, 49, 52, 53, 56, 59, 62, 66, 67, 70, 73, 75, 78, 81, 84, 87, 90, 92, 95, 98, 100, 102, 105, 109, 112, 115, 118, 121, 126, 129, 132], [3, 7, 10, 13, 16, 19, 22, 25, 29, 32, 35, 41, 44, 47, 50, 54, 57, 60, 63, 68, 71, 76, 79, 82, 85, 88, 93, 96, 101, 103, 106, 110, 113, 116, 119, 122, 124, 127, 130, 133]]",1,4.709203086,1.5,1376701115,2076192,663.0895001
7,"[[0, 4, 5, 8, 11, 17, 20, 23, 26, 27, 30, 33, 36, 38, 42, 45, 48, 51, 55, 58, 61, 64, 65, 69, 72, 74, 77, 80, 83, 86, 89, 91, 94, 97, 99, 104, 107, 108, 111, 114, 117, 120, 123, 125, 128, 131], [1, 2, 6, 9, 12, 14, 15, 18, 21, 24, 28, 31, 34, 37, 39, 40, 43, 46, 49, 52, 53, 56, 59, 62, 66, 67, 70, 73, 75, 78, 81, 84, 87, 90, 92, 95, 98, 100, 102, 105, 109, 112, 115, 118, 121, 126, 129, 132], [3, 7, 10, 13, 16, 19, 22, 25, 29, 32, 35, 41, 44, 47, 50, 54, 57, 60, 63, 68, 71, 76, 79, 82, 85, 88, 93, 96, 101, 103, 106, 110, 113, 116, 119, 122, 124, 127, 130, 133]]",1,4.538792734,1.2,1351705078,2076192,651.0501331
8,"[[0, 4, 5, 8, 11, 17, 20, 23, 26, 27, 30, 33, 36, 38, 42, 45, 48, 51, 55, 58, 61, 64, 65, 69, 72, 74, 77, 80, 83, 86, 89, 91, 94, 97, 99, 104, 107, 108, 111, 114, 117, 120, 123, 125, 128, 131], [1, 2, 6, 9, 12, 14, 15, 18, 21, 24, 28, 31, 34, 37, 39, 40, 43, 46, 49, 52, 53, 56, 59, 62, 66, 67, 70, 73, 75, 78, 81, 84, 87, 90, 92, 95, 98, 100, 102, 105, 109, 112, 115, 118, 121, 126, 129, 132], [3, 7, 10, 13, 16, 19, 22, 25, 29, 32, 35, 41, 44, 47, 50, 54, 57, 60, 63, 68, 71, 76, 79, 82, 85, 88, 93, 96, 101, 103, 106, 110, 113, 116, 119, 122, 124, 127, 130, 133]]",2,5.213449625,1.5,1242913500,2076192,598.6505581
9,"[[0, 4, 5, 8, 11, 17, 20, 23, 26, 27, 30, 33, 36, 38, 42, 45, 48, 51, 55, 58, 61, 64, 65, 69, 72, 74, 77, 80, 83, 86, 89, 91, 94, 97, 99, 104, 107, 108, 111, 114, 117, 120, 123, 125, 128, 131], [1, 2, 6, 9, 12, 14, 15, 18, 21, 24, 28, 31, 34, 37, 39, 40, 43, 46, 49, 52, 53, 56, 59, 62, 66, 67, 70, 73, 75, 78, 81, 84, 87, 90, 92, 95, 98, 100, 102, 105, 109, 112, 115, 118, 121, 126, 129, 132], [3, 7, 10, 13, 16, 19, 22, 25, 29, 32, 35, 41, 44, 47, 50, 54, 57, 60, 63, 68, 71, 76, 79, 82, 85, 88, 93, 96, 101, 103, 106, 110, 113, 116, 119, 122, 124, 127, 130, 133]]",0,5.027829838,1.5,1285732970,2076192,619.2745997
