,num_list,iter,CNI,bps/Hz,bps,user,bps/man
0,"[[0, 3, 6], [1, 4, 7], [2, 5]]",99,17.487330752252344,4.0,329417911.893615,304677.0,1081.2037400053664
1,"[[0, 3, 6], [1, 4, 7], [2, 5]]",4,18.00417181828402,4.0,341108633.4980068,418027.0,815.9966545175474
2,"[[0, 3, 6], [1, 4, 7], [2, 5]]",98,17.694832699034645,4.0,379230991.37977,434564.0,872.6700586789748
3,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,18.4124741574918,4.0,325399756.49006164,459378.0,708.348585456991
4,"[[0, 3, 6], [1, 4, 7], [2, 5]]",6,18.37407783573138,4.0,313836242.9353201,385552.0,813.9919983175294
5,"[[0, 3, 6], [1, 4, 7], [2, 5]]",15,18.192669732462903,4.0,334343133.92116344,588691.0,567.9433419589623
6,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,16.864810255481558,4.0,327553243.8270608,635864.0,515.1309774213681
7,"[[0, 3, 6], [1, 4, 7], [2, 5]]",33,18.661351908020197,4.0,359329465.3104655,851049.0,422.21947891421706
8,"[[0, 3, 6], [1, 4, 7], [2, 5]]",21,17.34992643319786,4.0,326112792.5185675,839862.0,388.2933059461763
9,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,18.33837913064492,4.0,332414838.03272414,720265.0,461.51741099834663
10,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,17.510415022836902,4.0,302027670.5422953,460275.0,656.1896052192608
11,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,20.75842132965765,4.5,294882939.6970137,249593.0,1181.4551678012351
12,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,23.44691235811593,4.5,306375842.1174002,152562.0,2008.2054647776001
13,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,19.379695600215857,4.0,353049794.1807214,290685.0,1214.544246110812
14,"[[0, 3, 6], [1, 4, 7], [2, 5]]",42,17.544372093682984,4.0,340120288.79208016,158040.0,2152.115216350798
15,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,17.86157255241688,4.0,341536703.17093056,149421.0,2285.7342888277453
16,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,19.71538859130347,4.5,293905266.38877666,136186.0,2158.1165934000314
17,"[[0, 3, 6], [1, 4, 7], [2, 5]]",23,19.962504366911066,4.5,364231313.34243304,137687.0,2645.3573201713525
18,"[[0, 3, 6], [1, 4, 7], [2, 5]]",17,18.285657743126063,4.0,323389074.5088729,128098.0,2524.544290378249
19,"[[0, 3, 6], [1, 4, 7], [2, 5]]",38,17.1871347138317,4.0,322299453.1886729,169112.0,1905.8343180180761
20,"[[0, 3, 6], [1, 4, 7], [2, 5]]",61,28.664199332851915,4.5,362503462.61101836,108951.0,3327.2155612249394
21,"[[0, 3, 6], [1, 4, 7], [2, 5]]",14,18.070256436885774,4.0,314710920.28236926,138186.0,2277.4443162286284
22,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,17.725860358179002,4.0,317095066.2549655,170488.0,1859.9260138834727
23,"[[0, 3, 6], [1, 4, 7], [2, 5]]",28,18.637168943711508,4.0,338949759.3252402,115684.0,2929.962305290621
24,"[[0, 3, 6], [1, 4, 7], [2, 5]]",70,32.85722436059971,4.5,297706315.383976,71041.0,4190.626756154558
25,"[[0, 3, 6], [1, 4, 7], [2, 5]]",5,17.027309599711543,4.0,324093316.41811943,76173.0,4254.700699960871
26,"[[0, 3, 6], [1, 4, 7], [2, 5]]",0,18.73120214136993,4.0,338428702.94968975,110898.0,3051.711509221895
27,"[[0, 3, 6], [1, 4, 7], [2, 5]]",41,17.87249987041371,4.0,360615365.7066161,516615.0,698.0350274510344
28,"[[0, 3, 6], [1, 4, 7], [2, 5]]",5,19.274275416017307,4.0,317702561.0931041,606817.0,523.5558019849544
