,num_list,iter,CNI,bps/Hz,bps,user,bps/man
0,"[[2, 4, 5, 8, 13, 16, 19, 20, 23, 28, 32, 33, 38, 43], [0, 3, 6, 9, 11, 14, 17, 21, 24, 26, 29, 30, 34, 36, 39, 41, 44], [1, 7, 10, 12, 15, 18, 22, 25, 27, 31, 35, 37, 40, 42]]",51,8.42594372,1.98,812007857.8,896049,906.2092115
1,"[[2, 4, 5, 8, 13, 16, 19, 20, 23, 28, 32, 33, 38, 43], [0, 3, 6, 9, 11, 14, 17, 21, 24, 26, 29, 30, 34, 36, 39, 41, 44], [1, 7, 10, 12, 15, 18, 22, 25, 27, 31, 35, 37, 40, 42]]",13,7.787152932,1.98,892753295.2,873307,1022.267422
2,"[[2, 4, 5, 8, 13, 16, 19, 20, 23, 28, 32, 33, 38, 43], [0, 3, 6, 9, 11, 14, 17, 21, 24, 26, 29, 30, 34, 36, 39, 41, 44], [1, 7, 10, 12, 15, 18, 22, 25, 27, 31, 35, 37, 40, 42]]",67,10.57019367,2.52,748995038.3,1008197,742.9054424
3,"[[2, 4, 5, 8, 13, 16, 19, 20, 23, 28, 32, 33, 38, 43], [0, 3, 6, 9, 11, 14, 17, 21, 24, 26, 29, 30, 34, 36, 39, 41, 44], [1, 7, 10, 12, 15, 18, 22, 25, 27, 31, 35, 37, 40, 42]]",2,7.972979268,1.98,792117821.7,1062360,745.6209022
4,"[[2, 4, 5, 8, 13, 16, 19, 20, 23, 28, 32, 33, 38, 43], [0, 3, 6, 9, 11, 14, 17, 21, 24, 26, 29, 30, 34, 36, 39, 41, 44], [1, 7, 10, 12, 15, 18, 22, 25, 27, 31, 35, 37, 40, 42]]",4,7.880843312,1.98,763769500.4,886485,861.5706982
5,"[[2, 4, 5, 8, 13, 16, 19, 20, 23, 28, 32, 33, 38, 43], [0, 3, 6, 9, 11, 14, 17, 21, 24, 26, 29, 30, 34, 36, 39, 41, 44], [1, 7, 10, 12, 15, 18, 22, 25, 27, 31, 35, 37, 40, 42]]",73,7.593451055,1.98,854223299,913439,935.1727909
6,"[[2, 4, 5, 8, 13, 16, 19, 20, 23, 28, 32, 33, 38, 43], [0, 3, 6, 9, 11, 14, 17, 21, 24, 26, 29, 30, 34, 36, 39, 41, 44], [1, 7, 10, 12, 15, 18, 22, 25, 27, 31, 35, 37, 40, 42]]",56,8.156049871,1.98,808121204,759398,1064.160301
7,"[[2, 4, 5, 8, 13, 16, 19, 20, 23, 28, 32, 33, 38, 43], [0, 3, 6, 9, 11, 14, 17, 21, 24, 26, 29, 30, 34, 36, 39, 41, 44], [1, 7, 10, 12, 15, 18, 22, 25, 27, 31, 35, 37, 40, 42]]",9,8.307474893,1.98,794811003.9,747458,1063.35206
8,"[[2, 4, 5, 8, 13, 16, 19, 20, 23, 28, 32, 33, 38, 43], [0, 3, 6, 9, 11, 14, 17, 21, 24, 26, 29, 30, 34, 36, 39, 41, 44], [1, 7, 10, 12, 15, 18, 22, 25, 27, 31, 35, 37, 40, 42]]",0,7.670250371,1.98,781604453.4,605917,1289.953002
9,"[[2, 4, 5, 8, 13, 16, 19, 20, 23, 28, 32, 33, 38, 43], [0, 3, 6, 9, 11, 14, 17, 21, 24, 26, 29, 30, 34, 36, 39, 41, 44], [1, 7, 10, 12, 15, 18, 22, 25, 27, 31, 35, 37, 40, 42]]",99,7.667521404,1.98,865034049.6,825117,1048.377442
