iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI[dB],bps_Hz,bitrate[bps],bps/user,latitude,longitude,sat_radius,beam_radius,freq
0,,,241004.0,5.0,35000000.0,7.69692268621373,1.98,619109115.3284003,2568.874854062174
,0,0,26791.0,0.05346481400312222,15926602.419751858,4.371384145841908,1.2,19111922.90370223,713.3710165242891,35.14441809103063,134.001000000021,20.009999836306882,109.61542744958568,1
,0,1,0.0,0.11298803016881516,16895958.909556363,7.723857446399501,1.98,33453998.640921596,0,31.578889552942364,135.601000000021,19.990000157823488,110.58959931728009,2
,0,2,14316.0,0.0049389818142011295,2177438.6706917775,-4.863360738685685,0,0.0,0.0,35.398449934001896,134.80100000002102,20.009999658409537,109.32278659211,0
,0,3,64413.0,0.021301677741107562,15926602.419751858,-0.12640266196550012,0,0.0,0.0,34.66833877755732,136.401000000021,20.009999419569358,109.7794633479101,1
,0,4,0.0,0.04207846403095116,2177438.6706917775,10.464962765993146,2.52,5487145.4501432795,0,32.31145430019497,144.401000000021,20.009999983483326,108.25533516779208,0
,0,5,0.0,0.10185171995024879,2177438.6706917775,13.382024321551441,3.0,6532316.012075333,0,39.24635700554077,132.401000000021,19.990000106016694,109.88086634975747,0
,0,6,0.0,0.1593371297186911,15926602.419751858,9.320000247388085,1.98,31534672.79110868,0,40.65159874022367,134.001000000021,20.009999605085355,108.97846779450465,1
,0,7,0.0,0.2192162605043519,16895958.909556363,9.70169626863489,1.98,33453998.640921596,0,38.476798447520785,135.601000000021,20.009999908049352,109.90934212384316,2
,0,8,0.0,0.08252920220297959,2177438.6706917775,13.79430900326156,3.0,6532316.012075333,0,33.01067143258191,137.20100000002103,19.990000030824497,109.77624774381536,0
,0,9,16883.0,0.08684785242308517,15926602.419751858,5.757887115591584,1.67,26597426.040985603,1575.3969105600665,37.083542362996496,138.80100000002102,20.00999991429621,108.37560765656032,1
,0,10,28392.0,0.13960505535475526,16895958.909556363,7.237160298652327,1.67,28216251.378959123,993.8099245899945,36.98593941348251,140.401000000021,20.00999991900322,109.79229077325213,2
,0,11,0.0,0.10341458591581314,15926602.419751858,7.0371159221087956,1.67,26597426.040985603,0,34.65525455293887,143.601000000021,20.009999863209906,107.55517465081005,1
,0,12,0.0,0.07652297540705844,16895958.909556363,4.918057341464478,1.5,25343938.364334546,0,34.56376343336611,145.20100000002103,20.00999986927614,108.24423811682668,2
,0,13,0.0,0.13340405430859498,2177438.6706917775,13.621962106536174,3.0,6532316.012075333,0,36.857651682134744,134.80100000002102,20.009999986239333,110.83374954879072,0
,0,14,0.0,0.0168963915522795,15926602.419751858,-1.2814298659043069,0,0.0,0,38.57372078010252,136.401000000021,20.00999784846067,110.24291711287027,1
,0,15,858.0,0.07730597859715505,16895958.909556363,3.923990001813747,1.2,20275150.691467635,23630.71176161729,38.3010852530248,138.001000000021,20.009999857178006,108.84645625051347,2
,0,16,22976.0,0.0010265184691809076,2177438.6706917775,-7.0140582479575535,0,0.0,0.0,38.085688584792685,139.601000000021,20.009998436524462,107.80257914643138,0
,0,17,5685.0,0.07278923029367448,15926602.419751858,4.605057700094798,1.5,23889903.629627787,4202.269767744553,37.49756823984053,141.20100000002103,20.009999920031284,107.96425368666802,1
,0,18,0.0,0.17946864399353354,16895958.909556363,-0.8286753380499232,0,0.0,0,40.10272631718253,142.80100000002102,20.009994743630482,109.85119620268573,2
,0,19,0.0,0.08605585030522155,2177438.6706917775,11.863977828338538,3.0,6532316.012075333,0,36.07864722803607,144.401000000021,20.009999981837183,109.13109317100117,0
,0,20,0.0,0.054798088966477414,2177438.6706917775,11.491151930657129,3.0,6532316.012075333,0,42.35721701453088,137.20100000002103,20.009999976712944,109.63152134953361,0
,0,21,0.0,0.16627208392453346,15926602.419751858,9.030076394195572,1.98,31534672.79110868,0,45.0994396231943,138.80100000002102,19.99000031156384,108.75435925610452,1
,0,22,6474.0,0.10468879713044134,16895958.909556363,5.864332861504771,1.67,28216251.378959123,4358.395331936843,41.655884607328055,140.401000000021,20.009935880830668,111.67362044282021,2
,0,23,10444.0,0.09374901079607473,2177438.6706917775,11.20248858198197,3.0,6532316.012075333,625.4611271615601,43.754440554440826,142.001000000021,20.009999992758633,110.11186550860836,0
,0,24,0.0,0.08265406989768787,15926602.419751858,2.854405653491873,1.2,19111922.90370223,0,40.436578387362275,143.601000000021,20.009999450330273,108.73535186763145,1
,0,25,0.0,0.19085661222857517,16895958.909556363,4.487031398892158,1.2,20275150.691467635,0,38.7909376353843,145.20100000002103,20.00999994416008,109.80562178060009,2
,0,26,43772.0,0.16642623198685602,15926602.419751858,8.562470656889465,1.98,31534672.79110868,720.4302474437695,42.64238172599829,141.20100000002103,20.00999981933987,110.30596032800985,1
,0,27,0.0,0.18485329900627245,16895958.909556363,-0.5881579190435118,0,0.0,0,40.10066999575706,142.80100000002102,20.009999107232332,109.59087774954051,2
,0,28,0.0,0.13324618396069962,2177438.6706917775,2.586809831584016,1.0,2177438.6706917775,0,40.52502720570493,144.401000000021,20.009999947787637,109.83542580637163,0
,0,29,0.0,0.08376591641022746,15926602.419751858,5.6321478656174,1.67,26597426.040985603,0,36.798306943789534,146.001000000021,19.990000713477347,109.1878687696662,1
,0,30,0.0,0.023942932234129636,15926602.419751858,-5.5791905684960765,0,0.0,0,41.02637155177138,143.601000000021,20.00999801400007,111.46597372262266,1
,0,31,0.0,0.2169767494811883,16895958.909556363,5.722797233430489,1.67,28216251.378959123,0,37.411168229047384,145.20100000002103,20.009999935615888,108.88074756907733,2
