iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI[dB],bps_Hz,bitrate[bps],bps/user,latitude,longitude,sat_radius,beam_radius
0,,,2076192.0,4.950395358545087,35000000.0,3.6081666913667743,1.2,1876092584.0458295,903.6219116757167
,0,0,99.0,0.03731343260207488,11669512.050503232,4.196782625466319,1.2,14003414.460603878,141448.63091519068,29.981000154137227,130.401,39.9900001699363,55.305754115708766
,0,1,45.0,0.03730576600379733,11674176.800229823,4.078607020043395,1.2,14009012.160275787,311311.38133946195,30.00099986346581,131.201,40.00999985035953,55.017871025631464
,0,2,167.0,0.03729816135731398,11674176.800229823,3.8221896653102543,1.2,14009012.160275787,83886.30036093286,30.801000031232697,130.001,39.99000524138616,55.6873009128767
,0,3,792.0,0.03729061788343061,11656311.149266945,4.15788976890918,1.2,13987573.379120333,17661.07749888931,30.801000155630074,130.80100000000002,39.990000107571,52.30780645662771
,0,4,123.0,0.03728313540031708,11669512.050503232,3.8656084806966207,1.2,14003414.460603878,113848.89805369006,30.82099992417893,131.601,39.99000007269458,56.755684024091956
,0,5,18464.0,0.03727571323568174,11669512.050503232,3.5334004979434477,1.2,14003414.460603878,758.4171609945774,31.601000138605347,130.401,40.00999933958765,54.41497336201989
,0,6,12064.0,0.03726835068878597,11674176.800229823,3.410205884789165,1.2,14009012.160275787,1161.2244827814811,31.62099985849074,131.201,40.00999869367615,56.02117703417049
,0,7,424.0,0.03726104721483179,11656311.149266945,3.7234929822507934,1.2,13987573.379120333,32989.55985641588,31.600999830765637,132.001,40.00999190180364,54.562331062141965
,0,8,287.0,0.037253802426780065,11669512.050503232,4.024164324311214,1.2,14003414.460603878,48792.38488015289,32.381000073787334,129.201,39.990000105475126,52.06944225046282
,0,9,9157.0,0.03724661609502223,11674176.800229823,3.4643698787801784,1.2,14009012.160275787,1529.8691886290037,32.381000147572394,130.001,40.00999635663802,56.67267681537263
,0,10,15629.0,0.03723948720113541,11656311.149266945,3.495903817191265,1.2,13987573.379120333,894.9755825145776,32.401000154302324,130.80100000000002,39.99000007899074,55.082481996320276
,0,11,8294.0,0.037232415562596696,11669512.050503232,3.3819864829811594,1.2,14003414.460603878,1688.378883603072,32.400999878290385,131.601,40.00999943676329,55.3723775676752
,0,12,37.0,0.03722540046641343,11674176.800229823,3.4824906228108317,1.2,14009012.160275787,378621.95027772395,32.42099993200309,132.401,40.00999937540126,56.08530825975085
,0,13,103.0,0.03721844155919125,11656311.149266945,3.5725948752912196,1.2,13987573.379120333,135801.68329243042,32.42099990340902,133.201,40.009999897830035,56.93109246614314
,0,14,3.0,0.03721153807740304,11674176.800229823,4.357404434794873,1.2,14009012.160275787,4669670.720091929,32.38100042132089,139.601,39.99000009668867,53.38677672380709
,0,15,452.0,0.03720469014226666,11674176.800229823,4.014858307108348,1.2,14009012.160275787,30993.389735123423,33.200999942257496,128.80100000000002,40.00999802058657,55.180970149241915
,0,16,14650.0,0.0371978968175092,11656311.149266945,4.0374304985883285,1.2,13987573.379120333,954.7831658102616,33.201000034016545,129.601,40.009999269758396,55.10356207039297
,0,17,55964.0,0.037191157996243555,11669512.050503232,3.415491293836504,1.2,14003414.460603878,250.2218294011128,33.181000233736334,130.401,39.99000112736671,56.022150730648114
,0,18,13149.0,0.037184472810202346,11674176.800229823,3.1626488061712923,1.2,14009012.160275787,1065.4051380542844,33.2009999991295,131.201,40.00999986029587,55.50923991385606
,0,19,8954.0,0.03717784072395302,11656311.149266945,3.346816907906895,1.2,13987573.379120333,1562.1591890909463,33.20099985292815,132.001,40.00999988076051,55.13523279873242
,0,20,3873.0,0.037171261391310585,11669512.050503232,3.6658052638885827,1.2,14003414.460603878,3615.650519133457,33.20099988936256,132.80100000000002,40.00999989637495,54.90349514525201
,0,21,4957.0,0.03716473462188269,11674176.800229823,3.5349913423041226,1.2,14009012.160275787,2826.10695184099,33.20099983067281,133.601,40.009999883162244,54.816554692002654
,0,22,376.0,0.03715825968445363,11656311.149266945,3.636801543974526,1.2,13987573.379120333,37200.99302957535,33.201001521425155,134.401,39.99001325583533,54.99266021283331
,0,23,327.0,0.037151836194850206,11669512.050503232,3.762895768074244,1.2,14003414.460603878,42823.89743303938,33.20100021367465,135.201,40.00999911408639,55.08252625209836
,0,24,455.0,0.03714546385262821,11674176.800229823,3.6311436121768876,1.2,14009012.160275787,30789.03771489184,33.181002694773376,136.001,40.009994496146604,56.05757451024786
,0,25,59.0,0.03713914183218811,11656311.149266945,4.3104341805069915,1.2,13987573.379120333,237077.51490034463,33.20099920343963,139.201,40.00999990999663,54.81631456002869
,0,26,59.0,0.03713287027727596,11669512.050503232,4.103062414659163,1.2,14003414.460603878,237346.0078068454,33.20100064945097,140.001,40.00999931312863,55.091201361846835
,0,27,683.0,0.037126648373136666,11669512.050503232,4.1578159343867895,1.2,14003414.460603878,20502.803016989572,33.98100007448936,129.201,40.00999991360329,56.363603180384025
,0,28,12156.0,0.03712047598388249,11674176.800229823,3.6412575347892853,1.2,14009012.160275787,1152.4360118686893,33.98100023114792,130.001,40.00999364819145,54.621061651455896
,0,29,45914.0,0.03711435227905506,11656311.149266945,3.529382784605361,1.2,13987573.379120333,304.6472400383398,33.981000332833425,130.80100000000002,39.990001968054834,55.40776696881225
,0,30,11801.0,0.03710827707406707,11669512.050503232,3.488275718215715,1.2,14003414.460603878,1186.629477214124,34.001000020192016,131.601,40.00999760857316,55.17363478936931
,0,31,30125.0,0.03710225001903581,11674176.800229823,3.3502891991424093,1.2,14009012.160275787,465.02944930376054,34.02099986292363,132.401,39.99000411760179,56.632105484457846
,0,32,21617.0,0.03709627042336758,11656311.149266945,3.4726121213424492,1.2,13987573.379120333,647.0635786242464,34.001001581180496,133.201,39.99000494236432,52.88420959431855
,0,33,19591.0,0.03709033805243482,11669512.050503232,3.570822137988783,1.2,14003414.460603878,714.7881405034902,33.98100032371513,134.001,40.00999546894589,53.27460941721153
,0,34,14052.0,0.03708445258805039,11674176.800229823,3.407012172209762,1.2,14009012.160275787,996.9408027523333,33.98100018709122,134.80100000000002,40.00999992759445,56.50820131562336
,0,35,20186.0,0.03707861340647348,11656311.149266945,3.537725065542796,1.2,13987573.379120333,692.9343792291852,34.020999754071255,135.601,40.00999880969761,56.86469043516913
,0,36,1775.0,0.037072820422983994,11669512.050503232,3.4049161210727164,1.2,14003414.460603878,7889.247583438804,34.00099983575635,136.401,40.00999991091844,55.541904377918655
,0,37,256.0,0.037067073074180425,11674176.800229823,3.353778962660698,1.2,14009012.160275787,54722.70375107729,34.020999742321614,137.201,40.00999987222145,57.83341848697134
,0,38,29.0,0.03706137086361054,11669512.050503232,3.755683660671031,1.2,14003414.460603878,482876.36071047856,33.981000247142546,138.80100000000002,40.00999850377334,52.8990075958167
,0,39,72.0,0.03705571360457321,11674176.800229823,3.8038239757634082,1.2,14009012.160275787,194569.6133371637,33.981001359576354,139.601,40.00999641053905,53.2090465353676
,0,40,570.0,0.03705010090644117,11674176.800229823,3.5927215643195676,1.2,14009012.160275787,24577.214316273312,34.781000517612036,131.201,39.99000447318883,53.48905242868139
,0,41,3276.0,0.0370445322558617,11656311.149266945,3.5399288171431778,1.2,13987573.379120333,4269.7110436875255,34.80100010116121,132.001,39.99000008367722,55.45391456211628
,0,42,17631.0,0.03703900744741978,11669512.050503232,3.4039725765859536,1.2,14003414.460603878,794.2495865579875,34.78100058555231,132.80100000000002,40.009999904470774,57.16686146180999
